因子ID,THS代码,因子名称,类别,频度,数据来源
FAC_03522,ths_pcl_bad_loan_balance_stock,Pcl Bad Loan Balance,资产负债,年频,待验证,,,,,
FAC_03523,ths_pcl_bad_loan_ratio_stock,Pcl Bad Loan Ratio,资产负债,年频,待验证,,,,,
FAC_03524,ths_pol_loan_balance_stock,Pol Loan Balance,资产负债,年频,待验证,,,,,
FAC_03525,ths_pol_bad_loan_balance_stock,Pol Bad Loan Balance,资产负债,年频,待验证,,,,,
FAC_03526,ths_pol_bad_loan_ratio_stock,Pol Bad Loan Ratio,资产负债,年频,待验证,,,,,
FAC_03527,ths_pal_loan_balance_stock,Pal Loan Balance,资产负债,年频,待验证,,,,,
FAC_03528,ths_pal_bad_loan_balance_stock,Pal Bad Loan Balance,资产负债,年频,待验证,,,,,
FAC_03529,ths_pal_bad_loan_ratio_stock,Pal Bad Loan Ratio,资产负债,年频,待验证,,,,,
FAC_03530,ths_opl_loan_balance_stock,Opl Loan Balance,资产负债,年频,待验证,,,,,
FAC_03531,ths_opl_bad_loan_balance_stock,Opl Bad Loan Balance,资产负债,年频,待验证,,,,,
FAC_03532,ths_opl_bad_loan_ratio_stock,Opl Bad Loan Ratio,资产负债,年频,待验证,,,,,
FAC_03533,ths_credit_card_loan_balance_stock,Credit Card Loan Balance,资产负债,年频,待验证,,,,,
FAC_03534,ths_credit_card_bad_loan_balance_stock,Credit Card Bad Loan Balance,资产负债,年频,待验证,,,,,
FAC_03535,ths_credit_card_bad_loan_ratio_stock,Credit Card Bad Loan Ratio,资产负债,年频,待验证,,,,,
FAC_03536,ths_industry_loan_balance_stock,Industry Loan Balance,资产负债,年频,待验证,,,,,
FAC_03537,ths_industry_bad_loan_balance_stock,Industry Bad Loan Balance,资产负债,年频,待验证,,,,,
FAC_03538,ths_industry_bad_loan_ratio_stock,Industry Bad Loan Ratio,资产负债,年频,待验证,,,,,
FAC_03539,ths_total_overdue_amt_stock,Total Overdue Amt,其他,年频,待验证,,,,,
FAC_03540,ths_total_overdue_ratio_stock,Total Overdue Ratio,比率指标,年频,待验证,,,,,
FAC_03541,ths_total_overdue_amt_in90d_stock,Total Overdue Amt In90D,其他,年频,待验证,,,,,
FAC_03542,ths_total_overdue_ratio_in90d_stock,Total Overdue Ratio In90D,比率指标,年频,待验证,,,,,
FAC_03543,ths_total_overdue_amt_90d_to_1y_stock,Total Overdue Amt 90D To 1Y,其他,年频,待验证,,,,,
FAC_03544,ths_total_overdue_ratio_90d_to_1y_stock,Total Overdue Ratio 90D To 1Y,比率指标,年频,待验证,,,,,
FAC_03545,ths_total_overdue_amt_1y_to_3y_stock,Total Overdue Amt 1Y To 3Y,其他,年频,待验证,,,,,
FAC_03546,ths_total_overdue_ratio_1y_to_3y_stock,Total Overdue Ratio 1Y To 3Y,比率指标,年频,待验证,,,,,
FAC_03547,ths_total_overdue_amt_over3y_stock,Total Overdue Amt Over3Y,其他,年频,待验证,,,,,
FAC_03548,ths_total_overdue_ratio_over3y_stock,Total Overdue Ratio Over3Y,比率指标,年频,待验证,,,,,
FAC_03549,ths_credit_loan_overdue_amt_stock,Credit Loan Overdue Amt,资产负债,年频,待验证,,,,,
FAC_03550,ths_credit_loan_overdue_ratio_stock,Credit Loan Overdue Ratio,资产负债,年频,待验证,,,,,
FAC_03551,ths_credit_loan_overdue_amt_in90d_stock,Credit Loan Overdue Amt In90D,资产负债,年频,待验证,,,,,
FAC_03552,ths_cl_overdue_ratio_in90d_stock,Cl Overdue Ratio In90D,比率指标,年频,待验证,,,,,
FAC_03553,ths_cl_overdue_amt_90d_to_1y_stock,Cl Overdue Amt 90D To 1Y,其他,年频,待验证,,,,,
FAC_03554,ths_cl_overdue_ratio_90d_to_1y_stock,Cl Overdue Ratio 90D To 1Y,比率指标,年频,待验证,,,,,
FAC_03555,ths_cl_overdue_amt_1y_to_3y_stock,Cl Overdue Amt 1Y To 3Y,其他,年频,待验证,,,,,
FAC_03556,ths_cl_overdue_ratio_1y_to_3y_stock,Cl Overdue Ratio 1Y To 3Y,比率指标,年频,待验证,,,,,
FAC_03557,ths_credit_loan_overdue_amt_over3y_stock,Credit Loan Overdue Amt Over3Y,资产负债,年频,待验证,,,,,
FAC_03558,ths_cl_overdue_ratio_over3y_stock,Cl Overdue Ratio Over3Y,比率指标,年频,待验证,,,,,
FAC_03559,ths_gl_overdue_amt_stock,Gl Overdue Amt,其他,年频,待验证,,,,,
FAC_03560,ths_gl_overdue_ratio_stock,Gl Overdue Ratio,比率指标,年频,待验证,,,,,
FAC_03561,ths_gl_overdue_amt_in90d_stock,Gl Overdue Amt In90D,其他,年频,待验证,,,,,
FAC_03562,ths_gl_overdue_ratio_in90d_stock,Gl Overdue Ratio In90D,比率指标,年频,待验证,,,,,
FAC_03563,ths_gl_overdue_amt_90d_to_1y_stock,Gl Overdue Amt 90D To 1Y,其他,年频,待验证,,,,,
FAC_03564,ths_gl_overdue_ratio_90d_to_1y_stock,Gl Overdue Ratio 90D To 1Y,比率指标,年频,待验证,,,,,
FAC_03565,ths_gl_overdue_amt_1y_to_3y_stock,Gl Overdue Amt 1Y To 3Y,其他,年频,待验证,,,,,
FAC_03566,ths_gl_overdue_ratio_1y_to_3y_stock,Gl Overdue Ratio 1Y To 3Y,比率指标,年频,待验证,,,,,
FAC_03567,ths_gl_overdue_amt_over3y_stock,Gl Overdue Amt Over3Y,其他,年频,待验证,,,,,
FAC_03568,ths_gl_overdue_ratio_over3y_stock,Gl Overdue Ratio Over3Y,比率指标,年频,待验证,,,,,
FAC_03569,ths_mortgage_loan_overdue_amt_stock,Mortgage Loan Overdue Amt,资产负债,年频,待验证,,,,,
FAC_03570,ths_mortgage_loan_overdue_ratio_stock,Mortgage Loan Overdue Ratio,资产负债,年频,待验证,,,,,
FAC_03571,ths_ml_overdue_amt_in90d_stock,Ml Overdue Amt In90D,其他,年频,待验证,,,,,
FAC_03572,ths_ml_overdue_ratio_in90d_stock,Ml Overdue Ratio In90D,比率指标,年频,待验证,,,,,
FAC_03573,ths_ml_overdue_amt_90d_to_1y_stock,Ml Overdue Amt 90D To 1Y,其他,年频,待验证,,,,,
FAC_03574,ths_ml_overdue_ratio_90d_to_1y_stock,Ml Overdue Ratio 90D To 1Y,比率指标,年频,待验证,,,,,
FAC_03575,ths_ml_overdue_amt_1y_to_3y_stock,Ml Overdue Amt 1Y To 3Y,其他,年频,待验证,,,,,
FAC_03576,ths_ml_overdue_ratio_1y_to_3y_stock,Ml Overdue Ratio 1Y To 3Y,比率指标,年频,待验证,,,,,
FAC_03577,ths_ml_overdue_amt_over3y_stock,Ml Overdue Amt Over3Y,其他,年频,待验证,,,,,
FAC_03578,ths_ml_overdue_ratio_over3y_stock,Ml Overdue Ratio Over3Y,比率指标,年频,待验证,,,,,
FAC_03579,ths_pb_overdue_amt_stock,Pb Overdue Amt,其他,年频,待验证,,,,,
FAC_03580,ths_pb_overdue_ratio_stock,Pb Overdue Ratio,比率指标,年频,待验证,,,,,
FAC_03581,ths_pb_overdue_amt_in90d_stock,Pb Overdue Amt In90D,其他,年频,待验证,,,,,
FAC_03582,ths_pb_overdue_ratio_in90d_stock,Pb Overdue Ratio In90D,比率指标,年频,待验证,,,,,
FAC_03583,ths_pb_overdue_amt_90d_to_1y_stock,Pb Overdue Amt 90D To 1Y,其他,年频,待验证,,,,,
FAC_03584,ths_pb_overdue_ratio_90d_to_1y_stock,Pb Overdue Ratio 90D To 1Y,比率指标,年频,待验证,,,,,
FAC_03585,ths_pb_overdue_amt_1y_to_3y_stock,Pb Overdue Amt 1Y To 3Y,其他,年频,待验证,,,,,
FAC_03586,ths_pb_overdue_ratio_1y_to_3y_stock,Pb Overdue Ratio 1Y To 3Y,比率指标,年频,待验证,,,,,
FAC_03587,ths_pb_overdue_amt_over3y_stock,Pb Overdue Amt Over3Y,其他,年频,待验证,,,,,
FAC_03588,ths_pb_overdue_ratio_over3y_stock,Pb Overdue Ratio Over3Y,比率指标,年频,待验证,,,,,
FAC_03589,ths_bd_overdue_amt_stock,Bd Overdue Amt,其他,年频,待验证,,,,,
FAC_03590,ths_bd_overdue_ratio_stock,Bd Overdue Ratio,比率指标,年频,待验证,,,,,
FAC_03591,ths_bd_overdue_amt_90d_stock,Bd Overdue Amt 90D,其他,年频,待验证,,,,,
FAC_03592,ths_bd_overdue_ratio_90d_stock,Bd Overdue Ratio 90D,比率指标,年频,待验证,,,,,
FAC_03593,ths_bd_overdue_amt_90d_to_1y_stock,Bd Overdue Amt 90D To 1Y,其他,年频,待验证,,,,,
FAC_03594,ths_bd_overdue_ratio_90d_to_1y_stock,Bd Overdue Ratio 90D To 1Y,比率指标,年频,待验证,,,,,
FAC_03595,ths_bd_overdue_amt_1y_to_3y_stock,Bd Overdue Amt 1Y To 3Y,其他,年频,待验证,,,,,
FAC_03596,ths_bd_overdue_ratio_1y_to_3y_stock,Bd Overdue Ratio 1Y To 3Y,比率指标,年频,待验证,,,,,
FAC_03597,ths_bd_overdue_amt_over3y_stock,Bd Overdue Amt Over3Y,其他,年频,待验证,,,,,
FAC_03598,ths_bd_overdue_ratio_over3y_stock,Bd Overdue Ratio Over3Y,比率指标,年频,待验证,,,,,
FAC_03599,ths_loan_promise_stock,Loan Promise,资产负债,年频,待验证,,,,,
FAC_03600,ths_bank_acceptance_draft_stock,Bank Acceptance Draft,其他,年频,待验证,,,,,
FAC_03601,ths_issued_guarantee_stock,Issued Guarantee,其他,年频,待验证,,,,,
FAC_03602,ths_issued_credit_stock,Issued Credit,其他,年频,待验证,,,,,
FAC_03603,ths_credit_card_credit_limit_stock,Credit Card Credit Limit,其他,年频,待验证,,,,,
FAC_03604,ths_bamf_to_total_asset_stock,Bamf To Total Asset,资产负债,年频,待验证,,,,,
FAC_03605,ths_life_insurance_reserve_growth_stock,Life Insurance Reserve Growth,资产负债,年频,待验证,,,,,
FAC_03606,ths_irr_to_total_debt_stock,Irr To Total Debt,其他,年频,待验证,,,,,
FAC_03607,ths_operate_flow_assets_to_ta_stock,Operate Flow Assets To Ta,财务指标,年频,待验证,,,,,
FAC_03608,ths_initial_inner_value_stock,Initial Inner Value,其他,年频,待验证,,,,,
FAC_03609,ths_expected_return_on_embedded_stock,Expected Return On Embedded,比率指标,年频,待验证,,,,,
FAC_03610,ths_new_business_value_otp_stock,New Business Value Otp,其他,年频,待验证,,,,,
FAC_03611,ths_operating_experience_diff_stock,Operating Experience Diff,财务指标,年频,待验证,,,,,
FAC_03612,ths_invest_return_diff_stock,Invest Return Diff,财务指标,年频,待验证,,,,,
FAC_03613,ths_evaluation_method_change_stock,Evaluation Method Change,其他,年频,待验证,,,,,
FAC_03614,ths_mv_and_other_adjust_stock,Mv And Other Adjust,其他,年频,待验证,,,,,
FAC_03615,ths_exchange_chg_stock,Exchange Chg,其他,年频,待验证,,,,,
FAC_03616,ths_holder_dividend_distribution_stock,Holder Dividend Distribution,股东股份,年频,待验证,,,,,
FAC_03617,ths_ic_other_stock,Ic Other,其他,年频,待验证,,,,,
FAC_03618,ths_non_life_insurance_change_stock,Non Life Insurance Change,其他,年频,待验证,,,,,
FAC_03619,ths_final_inner_value_stock,Final Inner Value,其他,年频,待验证,,,,,
FAC_03620,ths_embedded_value_stock,Embedded Value,其他,年频,待验证,,,,,
FAC_03621,ths_new_bussiness_value_deduct_sm_stock,New Bussiness Value Deduct Sm,其他,年频,待验证,,,,,
FAC_03622,ths_life_insurance_inner_value_stock,Life Insurance Inner Value,其他,年频,待验证,,,,,
FAC_03623,ths_risk_discount_rate_stock,Risk Discount Rate,比率指标,年频,待验证,,,,,
FAC_03624,ths_new_bv_y_individual_agent_stock,New Bv Y Individual Agent,其他,年频,待验证,,,,,
FAC_03625,ths_new_bv_y_group_insurance_stock,New Bv Y Group Insurance,其他,年频,待验证,,,,,
FAC_03626,ths_new_business_value_y_bank_stock,New Business Value Y Bank,其他,年频,待验证,,,,,
FAC_03627,ths_frst_yr_prem_to_calc_nb_value_stock,Frst Yr Prem To Calc Nb Value,其他,年频,待验证,,,,,
FAC_03628,ths_nb_value_rate_stock,Nb Value Rate,比率指标,年频,待验证,,,,,
FAC_03629,ths_persistency_13m_stock,Persistency 13M,其他,年频,待验证,,,,,
FAC_03630,ths_persistency_rate_26m_stock,Persistency Rate 26M,比率指标,年频,待验证,,,,,
FAC_03631,ths_persistency_rate_25m_stock,Persistency Rate 25M,比率指标,年频,待验证,,,,,
FAC_03632,ths_persistency_rate_14m_stock,Persistency Rate 14M,比率指标,年频,待验证,,,,,
FAC_03633,ths_total_invest_yield_stock,Total Invest Yield,财务指标,年频,待验证,,,,,
FAC_03634,ths_net_invest_yield_stock,Net Invest Yield,财务指标,年频,待验证,,,,,
FAC_03635,ths_roi_fx_stock,Roi Fx,其他,年频,待验证,,,,,
FAC_03636,ths_roi_equity_stock,Roi Equity,资产负债,年频,待验证,,,,,
FAC_03637,ths_liab_reserve_life_insurance_stock,Liab Reserve Life Insurance,资产负债,年频,待验证,,,,,
FAC_03638,ths_liab_reserve_property_insurance_stock,Liab Reserve Property Insurance,资产负债,年频,待验证,,,,,
FAC_03639,ths_surrender_rate_stock,Surrender Rate,比率指标,年频,待验证,,,,,
FAC_03640,ths_groupsmr_stock,Groupsmr,其他,年频,待验证,,,,,
FAC_03641,ths_actual_capital_group_stock,Actual Capital Group,资产负债,年频,待验证,,,,,
FAC_03642,ths_low_capital_group_stock,Low Capital Group,资产负债,年频,待验证,,,,,
FAC_03643,ths_product_insurance_smr_stock,Product Insurance Smr,其他,年频,待验证,,,,,
FAC_03644,ths_core_solvency_adequacy_product_stock,Core Solvency Adequacy Product,其他,年频,待验证,,,,,
FAC_03645,ths_core_solvency_overage_product_stock,Core Solvency Overage Product,其他,年频,待验证,,,,,
FAC_03646,ths_compre_solvency_overflow_prdct_stock,Compre Solvency Overflow Prdct,其他,年频,待验证,,,,,
FAC_03647,ths_core_capital_product_stock,Core Capital Product,资产负债,年频,待验证,,,,,
FAC_03648,ths_core_first_level_capital_prdct_stock,Core First Level Capital Prdct,资产负债,年频,待验证,,,,,
FAC_03649,ths_actual_capital_product_stock,Actual Capital Product,资产负债,年频,待验证,,,,,
FAC_03650,ths_low_capital_product_stock,Low Capital Product,资产负债,年频,待验证,,,,,
FAC_03651,ths_compre_cost_rate_pi_stock,Compre Cost Rate Pi,财务指标,年频,待验证,,,,,
FAC_03652,ths_compre_compensate_rate_pi_stock,Compre Compensate Rate Pi,比率指标,年频,待验证,,,,,
FAC_03653,ths_life_insurance_smr_stock,Life Insurance Smr,其他,年频,待验证,,,,,
FAC_03654,ths_core_solvency_adequacy_life_stock,Core Solvency Adequacy Life,其他,年频,待验证,,,,,
FAC_03655,ths_core_solvency_overage_life_stock,Core Solvency Overage Life,其他,年频,待验证,,,,,
FAC_03656,ths_compre_solvency_overflow_life_stock,Compre Solvency Overflow Life,其他,年频,待验证,,,,,
FAC_03657,ths_core_capital_life_stock,Core Capital Life,资产负债,年频,待验证,,,,,
FAC_03658,ths_core_first_level_capital_life_stock,Core First Level Capital Life,资产负债,年频,待验证,,,,,
FAC_03659,ths_actual_capital_life_stock,Actual Capital Life,资产负债,年频,待验证,,,,,
FAC_03660,ths_low_capital_life_stock,Low Capital Life,资产负债,年频,待验证,,,,,
FAC_03661,ths_valid_bussiness_value_life_stock,Valid Bussiness Value Life,其他,年频,待验证,,,,,
FAC_03662,ths_new_bussiness_value_life_stock,New Bussiness Value Life,其他,年频,待验证,,,,,
FAC_03663,ths_core_solvency_adequacy_group_stock,Core Solvency Adequacy Group,其他,年频,待验证,,,,,
FAC_03664,ths_core_solvency_overage_group_stock,Core Solvency Overage Group,其他,年频,待验证,,,,,
FAC_03665,ths_compre_solvency_overflow_group_stock,Compre Solvency Overflow Group,其他,年频,待验证,,,,,
FAC_03666,ths_core_capital_group_stock,Core Capital Group,资产负债,年频,待验证,,,,,
FAC_03667,ths_core_first_level_capital_group_stock,Core First Level Capital Group,资产负债,年频,待验证,,,,,
FAC_03668,ths_group_customer_num_stock,Group Customer Num,其他,年频,待验证,,,,,
FAC_03669,ths_insurance_sales_income_m_stock,Insurance Sales Income M,财务指标,年频,待验证,,,,,
FAC_03670,ths_insurance_sales_deal_num_m_stock,Insurance Sales Deal Num M,其他,年频,待验证,,,,,
FAC_03671,ths_insurance_sales_num_stock,Insurance Sales Num,其他,年频,待验证,,,,,
FAC_03672,ths_com_insurance_smr_stock,Com Insurance Smr,其他,年频,待验证,,,,,
FAC_03673,ths_recogn_asset_stock,Recogn Asset,资产负债,年频,待验证,,,,,
FAC_03674,ths_recogn_liabil_stock,Recogn Liabil,资产负债,年频,待验证,,,,,
FAC_03675,ths_core_tier2_capital_stock,Core Tier2 Capital,资产负债,年频,待验证,,,,,
FAC_03676,ths_subsi_tier1_capital_stock,Subsi Tier1 Capital,资产负债,年频,待验证,,,,,
FAC_03677,ths_subsi_tier2_capital_stock,Subsi Tier2 Capital,资产负债,年频,待验证,,,,,
FAC_03678,ths_min_insur_risk_capital_sum_stock,Min Insur Risk Capital Sum,资产负债,年频,待验证,,,,,
FAC_03679,ths_quantifi_risk_mini_capital_stock,Quantifi Risk Mini Capital,资产负债,年频,待验证,,,,,
FAC_03680,ths_mini_capital_for_risk_control_stock,Mini Capital For Risk Control,资产负债,年频,待验证,,,,,
FAC_03681,ths_additional_capital_stock,Additional Capital,资产负债,年频,待验证,,,,,
FAC_03682,ths_min_life_insur_risk_capital_sum_stock,Min Life Insur Risk Capital Sum,资产负债,年频,待验证,,,,,
FAC_03683,ths_min_nonlife_insur_risk_capital_sum_stock,Min Nonlife Insur Risk Capital Sum,资产负债,年频,待验证,,,,,
FAC_03684,ths_market_risk_mini_capital_sum_stock,Market Risk Mini Capital Sum,资产负债,年频,待验证,,,,,
FAC_03685,ths_credit_risk_mini_capital_sum_stock,Credit Risk Mini Capital Sum,资产负债,年频,待验证,,,,,
FAC_03686,ths_quantify_risk_disper_eff_stock,Quantify Risk Disper Eff,其他,年频,待验证,,,,,
FAC_03687,ths_loss_absor_of_speci_insur_stock,Loss Absor Of Speci Insur,其他,年频,待验证,,,,,
FAC_03688,ths_latest_compr_risk_rat_cate_stock,Latest Compr Risk Rat Cate,其他,年频,待验证,,,,,
FAC_03689,ths_latest_compr_risk_rat_time_stock,Latest Compr Risk Rat Time,其他,年频,待验证,,,,,
FAC_03690,ths_net_cash_flow_stock,Net Cash Flow,现金流,年频,待验证,,,,,
FAC_03691,ths_net_cash_flow_1y_after_report_stock,Net Cash Flow 1Y After Report,现金流,年频,待验证,,,,,
FAC_03692,ths_net_cash_flow_2y_after_report_stock,Net Cash Flow 2Y After Report,现金流,年频,待验证,,,,,
FAC_03693,ths_net_cash_flow_3y_after_report_stock,Net Cash Flow 3Y After Report,现金流,年频,待验证,,,,,
FAC_03694,ths_compre_cur_ratio_in_3mon_stock,Compre Cur Ratio In 3Mon,比率指标,年频,待验证,,,,,
FAC_03695,ths_compre_cur_ratio_in_1y_stock,Compre Cur Ratio In 1Y,比率指标,年频,待验证,,,,,
FAC_03696,ths_compre_cur_ratio_over_2y_stock,Compre Cur Ratio Over 2Y,比率指标,年频,待验证,,,,,
FAC_03697,ths_compre_cur_ratio_1y_to_3y_stock,Compre Cur Ratio 1Y To 3Y,比率指标,年频,待验证,,,,,
FAC_03698,ths_compre_cur_ratio_3y_to_5y_stock,Compre Cur Ratio 3Y To 5Y,比率指标,年频,待验证,,,,,
FAC_03699,ths_compre_cur_ratio_over_5y_stock,Compre Cur Ratio Over 5Y,比率指标,年频,待验证,,,,,
FAC_03700,ths_liq_cover_company_stress_test_1_stock,Liq Cover Company Stress Test 1,其他,年频,待验证,,,,,
FAC_03701,ths_liq_cover_company_stress_test_2_stock,Liq Cover Company Stress Test 2,其他,年频,待验证,,,,,
FAC_03702,ths_liq_cover_indepent_count_stress_test_1_stock,Liq Cover Indepent Count Stress Test 1,其他,年频,待验证,,,,,
FAC_03703,ths_liq_cover_indepent_count_stress_test_2_stock,Liq Cover Indepent Count Stress Test 2,其他,年频,待验证,,,,,
FAC_03704,ths_fee_rate_prop_insur_stock,Fee Rate Prop Insur,比率指标,年频,待验证,,,,,
FAC_03705,ths_bond_invest_stock,Bond Invest,财务指标,年频,待验证,,,,,
FAC_03706,ths_regular_deposit_stock,Regular Deposit,资产负债,年频,待验证,,,,,
FAC_03707,ths_financial_product_invest_stock,Financial Product Invest,财务指标,年频,待验证,,,,,
FAC_03708,ths_fa_invest_property_stock,Fa Invest Property,财务指标,年频,待验证,,,,,
FAC_03709,ths_cce_stock,Cce,其他,年频,待验证,,,,,
FAC_03710,ths_stock_invest_stock,Stock Invest,财务指标,年频,待验证,,,,,
FAC_03711,ths_fund_invest_stock,Fund Invest,财务指标,年频,待验证,,,,,
FAC_03712,ths_equity_invest_stock,Equity Invest,财务指标,年频,待验证,,,,,
FAC_03713,ths_other_fixed_income_invest_stock,Other Fixed Income Invest,财务指标,年频,待验证,,,,,
FAC_03714,ths_other_equity_invest_stock,Other Equity Invest,财务指标,年频,待验证,,,,,
FAC_03715,ths_infrastructure_invest_stock,Infrastructure Invest,财务指标,年频,待验证,,,,,
FAC_03716,ths_fa_total_stock,Fa Total,其他,年频,待验证,,,,,
FAC_03717,ths_net_invest_income_stock,Net Invest Income,财务指标,年频,待验证,,,,,
FAC_03718,ths_fixed_income_interest_stock,Fixed Income Interest,财务指标,年频,待验证,,,,,
FAC_03719,ths_fixed_income_interest_bonus_stock,Fixed Income Interest Bonus,财务指标,年频,待验证,,,,,
FAC_03720,ths_invest_property_rent_income_stock,Invest Property Rent Income,财务指标,年频,待验证,,,,,
FAC_03721,ths_invest_income_asso_and_jv_stock,Invest Income Asso And Jv,财务指标,年频,待验证,,,,,
