因子ID,THS代码,因子名称,类别,频度,数据来源
FAC_03260,ths_total_invested_capital_stock,Total Invested Capital,财务指标,年频,待验证,,,,,
FAC_03261,ths_total_invested_capital_mgs_stock,Total Invested Capital Mgs,财务指标,年频,待验证,,,,,
FAC_03262,ths_operating_capital_stock,Operating Capital,财务指标,年频,待验证,,,,,
FAC_03263,ths_net_operation_capital_stock,Net Operation Capital,财务指标,年频,待验证,,,,,
FAC_03264,ths_tanv_stock,Tanv,其他,年频,待验证,,,,,
FAC_03265,ths_retained_income_stock,Retained Income,财务指标,年频,待验证,,,,,
FAC_03266,ths_net_debt_stock,Net Debt,其他,年频,待验证,,,,,
FAC_03267,ths_noninterest_current_liab_stock,Noninterest Current Liab,财务指标,年频,待验证,,,,,
FAC_03268,ths_noninterest_noncurrent_liab_stock,Noninterest Noncurrent Liab,财务指标,年频,待验证,,,,,
FAC_03269,ths_si_five_risks_sum_stock,Si Five Risks Sum,其他,年频,待验证,,,,,
FAC_03270,ths_si_five_risks_sum_ratio_stock,Si Five Risks Sum Ratio,比率指标,年频,待验证,,,,,
FAC_03271,ths_complement_si_five_risks_amt_stock,Complement Si Five Risks Amt,其他,年频,待验证,,,,,
FAC_03272,ths_assets_mrq_stock,Assets Mrq,资产负债,年频,待验证,,,,,
FAC_03273,ths_total_liab_mrq_stock,Total Liab Mrq,资产负债,年频,待验证,,,,,
FAC_03274,ths_holder_equity_mrq_stock,Holder Equity Mrq,资产负债,年频,待验证,,,,,
FAC_03275,ths_equity_atsopc_mrq_stock,Equity Atsopc Mrq,资产负债,年频,待验证,,,,,
FAC_03276,ths_equity_atsopc_latest_announ_stock,Equity Atsopc Latest Announ,资产负债,年频,待验证,,,,,
FAC_03277,ths_equity_free_cf_stock,Equity Free Cf,资产负债,年频,待验证,,,,,
FAC_03278,ths_corp_free_cf_stock,Corp Free Cf,现金流,年频,待验证,,,,,
FAC_03279,ths_daa_ott_stock,Daa Ott,其他,年频,待验证,,,,,
FAC_03280,ths_cr_from_asasr_ttm_stock,Cr From Asasr Ttm,其他,年频,待验证,,,,,
FAC_03281,ths_oa_related_cash_received_ttm_stock,Oa Related Cash Received Ttm,现金流,年频,待验证,,,,,
FAC_03282,ths_commodity_service_paied_ttm_stock,Commodity Service Paied Ttm,其他,年频,待验证,,,,,
FAC_03283,ths_payrelatedcash_ttm_stock,Payrelatedcash Ttm,现金流,年频,待验证,,,,,
FAC_03284,ths_oa_cash_net_flow_ttm_stock,Oa Cash Net Flow Ttm,现金流,年频,待验证,,,,,
FAC_03285,ths_net_cash_of_disposal_assets_ttm_stock,Net Cash Of Disposal Assets Ttm,资产负债,年频,待验证,,,,,
FAC_03286,ths_structure_assets_cash_received_stock,Structure Assets Cash Received,资产负债,年频,待验证,,,,,
FAC_03287,ths_net_cash_amt_from_branch_ttm_stock,Net Cash Amt From Branch Ttm,现金流,年频,待验证,,,,,
FAC_03288,ths_ia_cash_net_flow_ttm_stock,Ia Cash Net Flow Ttm,现金流,年频,待验证,,,,,
FAC_03289,ths_fa_cash_net_flow_ttm_stock,Fa Cash Net Flow Ttm,现金流,年频,待验证,,,,,
FAC_03290,ths_cash_net_flow_ttm_stock,Cash Net Flow Ttm,现金流,年频,待验证,,,,,
FAC_03291,ths_fcff_ttm_stock,Fcff Ttm,其他,年频,待验证,,,,,
FAC_03292,ths_adjusted_assets_balance_io_stock,Adjusted Assets Balance Io,资产负债,年频,待验证,,,,,
FAC_03293,ths_total_loan_amt_stock,Total Loan Amt,资产负债,年频,待验证,,,,,
FAC_03294,ths_total_deposit_amt_stock,Total Deposit Amt,资产负债,年频,待验证,,,,,
FAC_03295,ths_interest_earning_assets_stock,Interest Earning Assets,财务指标,年频,待验证,,,,,
FAC_03296,ths_interest_earning_assets_publish_stock,Interest Earning Assets Publish,财务指标,年频,待验证,,,,,
FAC_03297,ths_interest_liab_stock,Interest Liab,财务指标,年频,待验证,,,,,
FAC_03298,ths_interest_liab_publish_stock,Interest Liab Publish,财务指标,年频,待验证,,,,,
FAC_03299,ths_non_living_asset_stock,Non Living Asset,资产负债,年频,待验证,,,,,
FAC_03300,ths_non_interest_liab_stock,Non Interest Liab,财务指标,年频,待验证,,,,,
FAC_03301,ths_leverage_ratio_stock,Leverage Ratio,比率指标,年频,待验证,,,,,
FAC_03302,ths_general_loan_stock,General Loan,资产负债,年频,待验证,,,,,
FAC_03303,ths_loan_to_loan_ratio_stock,Loan To Loan Ratio,资产负债,年频,待验证,,,,,
FAC_03304,ths_tot_loan_to_int_bear_asset_stock,Tot Loan To Int Bear Asset,资产负债,年频,待验证,,,,,
FAC_03305,ths_interbank_asset_to_int_bear_asset_stock,Interbank Asset To Int Bear Asset,资产负债,年频,待验证,,,,,
FAC_03306,ths_interbank_liab_stock,Interbank Liab,资产负债,年频,待验证,,,,,
FAC_03307,ths_tot_deposit_to_int_bear_liab_stock,Tot Deposit To Int Bear Liab,资产负债,年频,待验证,,,,,
FAC_03308,ths_interbank_liab_to_int_bear_liab_stock,Interbank Liab To Int Bear Liab,资产负债,年频,待验证,,,,,
FAC_03309,ths_bamf_to_total_asset_stock,Bamf To Total Asset,资产负债,年频,待验证,,,,,
FAC_03310,ths_grant_loan_and_advance_growth_stock,Grant Loan And Advance Growth,资产负债,年频,待验证,,,,,
FAC_03311,ths_absorb_deposit_growth_stock,Absorb Deposit Growth,资产负债,年频,待验证,,,,,
FAC_03312,ths_bank_wm_balance_stock,Bank Wm Balance,其他,年频,待验证,,,,,
FAC_03313,ths_credit_asset_proportion_stock,Credit Asset Proportion,资产负债,年频,待验证,,,,,
FAC_03314,green_loan_balance,Green Loan Balance,资产负债,年频,待验证,,,,,
FAC_03315,ths_recombine_loan_stock,Recombine Loan,资产负债,年频,待验证,,,,,
FAC_03316,ths_non_performing_loan_amt_stock,Non Performing Loan Amt,资产负债,年频,待验证,,,,,
FAC_03317,ths_non_performing_loan_ratio_stock,Non Performing Loan Ratio,资产负债,年频,待验证,,,,,
FAC_03318,ths_non_performing_provision_cover_stock,Non Performing Provision Cover,其他,年频,待验证,,,,,
FAC_03319,ths_loan_ir_stock,Loan Ir,资产负债,年频,待验证,,,,,
FAC_03320,ths_loan_loss_reserve_adequacy_stock,Loan Loss Reserve Adequacy,资产负债,年频,待验证,,,,,
FAC_03321,ths_loan_ratio_slc_stock,Loan Ratio Slc,资产负债,年频,待验证,,,,,
FAC_03322,ths_top10_customer_loan_ratio_stock,Top10 Customer Loan Ratio,资产负债,年频,待验证,,,,,
FAC_03323,market_risk_weighted_assets,Market Risk Weighted Assets,资产负债,年频,待验证,,,,,
FAC_03324,operation_risk_weighted_assets,Operation Risk Weighted Assets,财务指标,年频,待验证,,,,,
FAC_03325,credit_risk_weighted_assets,Credit Risk Weighted Assets,资产负债,年频,待验证,,,,,
FAC_03326,ths_deposit_loan_ratio_stock,Deposit Loan Ratio,资产负债,年频,待验证,,,,,
FAC_03327,ths_deposit_and_loan_ratio_rmb_stock,Deposit And Loan Ratio Rmb,资产负债,年频,待验证,,,,,
FAC_03328,ths_deposit_and_loan_ratio_fc_stock,Deposit And Loan Ratio Fc,资产负债,年频,待验证,,,,,
FAC_03329,ths_st_asset_flow_ratio_stock,St Asset Flow Ratio,资产负债,年频,待验证,,,,,
FAC_03330,ths_st_asset_liquid_ratio_stock,St Asset Liquid Ratio,资产负债,年频,待验证,,,,,
FAC_03331,ths_st_asset_liquid_ratio_fc_stock,St Asset Liquid Ratio Fc,资产负债,年频,待验证,,,,,
FAC_03332,ths_lt_loan_ratio_foreign_currency_stock,Lt Loan Ratio Foreign Currency,资产负债,年频,待验证,,,,,
FAC_03333,ths_lt_loan_ratio_rmb_stock,Lt Loan Ratio Rmb,资产负债,年频,待验证,,,,,
FAC_03334,ths_borrowing_funds_ratio_stock,Borrowing Funds Ratio,资产负债,年频,待验证,,,,,
FAC_03335,ths_lending_funds_ratio_stock,Lending Funds Ratio,比率指标,年频,待验证,,,,,
FAC_03336,ths_provision_ratio_rmb_stock,Provision Ratio Rmb,比率指标,年频,待验证,,,,,
FAC_03337,ths_provision_ratio_fc_stock,Provision Ratio Fc,比率指标,年频,待验证,,,,,
FAC_03338,ths_lcr_stock,Lcr,其他,年频,待验证,,,,,
FAC_03339,available_stable_funding,Available Stable Funding,其他,年频,待验证,,,,,
FAC_03340,required_stable_funding,Required Stable Funding,其他,年频,待验证,,,,,
FAC_03341,net_stable_funding_ratio,Net Stable Funding Ratio,比率指标,年频,待验证,,,,,
FAC_03342,ths_net_interest_margin_stock,Net Interest Margin,财务指标,年频,待验证,,,,,
FAC_03343,ths_net_interest_margin_published_stock,Net Interest Margin Published,财务指标,年频,待验证,,,,,
FAC_03344,ths_np_margin_stock,Np Margin,财务指标,年频,待验证,,,,,
FAC_03345,ths_np_margin_publish_stock,Np Margin Publish,财务指标,年频,待验证,,,,,
FAC_03346,ths_interest_earning_assets_yield_stock,Interest Earning Assets Yield,财务指标,年频,待验证,,,,,
FAC_03347,ths_interest_accrued_liab_yield_stock,Interest Accrued Liab Yield,财务指标,年频,待验证,,,,,
FAC_03348,ths_interest_recovery_stock,Interest Recovery,财务指标,年频,待验证,,,,,
FAC_03349,ths_cost_to_income_ratio_stock,Cost To Income Ratio,财务指标,年频,待验证,,,,,
FAC_03350,ths_non_interest_income_stock,Non Interest Income,财务指标,年频,待验证,,,,,
FAC_03351,ths_non_interest_income_ratio_stock,Non Interest Income Ratio,财务指标,年频,待验证,,,,,
FAC_03352,ths_capital_net_amt_stock,Capital Net Amt,资产负债,年频,待验证,,,,,
FAC_03353,ths_capital_adequacy_ratio_stock,Capital Adequacy Ratio,资产负债,年频,待验证,,,,,
FAC_03354,ths_net_core_capital_stock,Net Core Capital,资产负债,年频,待验证,,,,,
FAC_03355,ths_core_capital_adequacy_ratio_stock,Core Capital Adequacy Ratio,资产负债,年频,待验证,,,,,
FAC_03356,ths_net_primary_capital_net_amt_stock,Net Primary Capital Net Amt,资产负债,年频,待验证,,,,,
FAC_03357,ths_first_capital_adequacy_ratio_stock,First Capital Adequacy Ratio,资产负债,年频,待验证,,,,,
FAC_03358,ths_net_core_first_capital_stock,Net Core First Capital,资产负债,年频,待验证,,,,,
FAC_03359,ths_core_fc_adequacy_ratio_stock,Core Fc Adequacy Ratio,比率指标,年频,待验证,,,,,
FAC_03360,ths_wgt_risk_net_amt_stock,Wgt Risk Net Amt,其他,年频,待验证,,,,,
FAC_03361,ths_wei_risk_asset_to_tot_asset_stock,Wei Risk Asset To Tot Asset,资产负债,年频,待验证,,,,,
FAC_03362,ths_wei_risk_asset_to_int_bear_asset_stock,Wei Risk Asset To Int Bear Asset,资产负债,年频,待验证,,,,,
FAC_03363,ths_wei_risk_asset_to_tot_loan_stock,Wei Risk Asset To Tot Loan,资产负债,年频,待验证,,,,,
FAC_03364,ths_wei_risk_asset_to_general_loan_stock,Wei Risk Asset To General Loan,资产负债,年频,待验证,,,,,
FAC_03365,ths_mkt_rist_capital_stock,Mkt Rist Capital,资产负债,年频,待验证,,,,,
FAC_03366,ths_normal_amt_stock,Normal Amt,其他,年频,待验证,,,,,
FAC_03367,ths_normal_ratio_stock,Normal Ratio,比率指标,年频,待验证,,,,,
FAC_03368,ths_normal_loan_migration_rate_stock,Normal Loan Migration Rate,资产负债,年频,待验证,,,,,
FAC_03369,ths_focused_amt_stock,Focused Amt,其他,年频,待验证,,,,,
FAC_03370,ths_focused_ratio_stock,Focused Ratio,比率指标,年频,待验证,,,,,
FAC_03371,ths_focused_loan_migration_rate_stock,Focused Loan Migration Rate,资产负债,年频,待验证,,,,,
FAC_03372,ths_subprime_amt_stock,Subprime Amt,其他,年频,待验证,,,,,
FAC_03373,ths_subprime_ratio_stock,Subprime Ratio,比率指标,年频,待验证,,,,,
FAC_03374,ths_subprime_loan_migration_rate_stock,Subprime Loan Migration Rate,资产负债,年频,待验证,,,,,
FAC_03375,ths_suspicious_amt_stock,Suspicious Amt,其他,年频,待验证,,,,,
FAC_03376,ths_suspicious_ratio_stock,Suspicious Ratio,比率指标,年频,待验证,,,,,
FAC_03377,ths_suspicious_loan_migration_rate_stock,Suspicious Loan Migration Rate,资产负债,年频,待验证,,,,,
FAC_03378,ths_loss_amt_stock,Loss Amt,其他,年频,待验证,,,,,
FAC_03379,ths_loss_ratio_stock,Loss Ratio,比率指标,年频,待验证,,,,,
FAC_03380,ths_fa_st_loan_avg_balance_y_stock,Fa St Loan Avg Balance Y,资产负债,年频,待验证,,,,,
FAC_03381,ths_fa_st_loan_avg_interest_y_stock,Fa St Loan Avg Interest Y,财务指标,年频,待验证,,,,,
FAC_03382,ths_sl_interest_income_stock,Sl Interest Income,财务指标,年频,待验证,,,,,
FAC_03383,ths_fa_avg_balance_mlt_loan_stock,Fa Avg Balance Mlt Loan,资产负债,年频,待验证,,,,,
FAC_03384,ths_fa_y_avg_interest_mlt_loan_stock,Fa Y Avg Interest Mlt Loan,财务指标,年频,待验证,,,,,
FAC_03385,ths_mll_interest_income_stock,Mll Interest Income,财务指标,年频,待验证,,,,,
FAC_03386,ths_fa_corp_deposit_avg_balance_y_stock,Fa Corp Deposit Avg Balance Y,资产负债,年频,待验证,,,,,
FAC_03387,ths_fa_corp_deposit_avg_interest_y_stock,Fa Corp Deposit Avg Interest Y,财务指标,年频,待验证,,,,,
FAC_03388,ths_cd_interest_cost_stock,Cd Interest Cost,财务指标,年频,待验证,,,,,
FAC_03389,ths_fa_corp_fd_avg_balance_y_stock,Fa Corp Fd Avg Balance Y,其他,年频,待验证,,,,,
FAC_03390,ths_fa_corp_fd_avg_interest_y_stock,Fa Corp Fd Avg Interest Y,财务指标,年频,待验证,,,,,
FAC_03391,ths_crd_interest_cost_stock,Crd Interest Cost,财务指标,年频,待验证,,,,,
FAC_03392,ths_fa_corp_cd_avg_balance_y_stock,Fa Corp Cd Avg Balance Y,其他,年频,待验证,,,,,
FAC_03393,ths_fa_corp_cd_avg_interest_y_stock,Fa Corp Cd Avg Interest Y,财务指标,年频,待验证,,,,,
FAC_03394,ths_ccd_interest_cost_stock,Ccd Interest Cost,财务指标,年频,待验证,,,,,
FAC_03395,ths_fa_avg_balance_deposit_stock,Fa Avg Balance Deposit,资产负债,年频,待验证,,,,,
FAC_03396,ths_fa_avg_interest_deposit_stock,Fa Avg Interest Deposit,财务指标,年频,待验证,,,,,
FAC_03397,ths_sd_interest_cost_stock,Sd Interest Cost,财务指标,年频,待验证,,,,,
FAC_03398,ths_fa_avg_balance_rd_stock,Fa Avg Balance Rd,其他,年频,待验证,,,,,
FAC_03399,ths_fa_avg_interest_rd_stock,Fa Avg Interest Rd,财务指标,年频,待验证,,,,,
FAC_03400,ths_srd_interest_cost_stock,Srd Interest Cost,财务指标,年频,待验证,,,,,
FAC_03401,ths_fa_avg_balance_cd_stock,Fa Avg Balance Cd,其他,年频,待验证,,,,,
FAC_03402,ths_fa_avg_interest_cd_stock,Fa Avg Interest Cd,财务指标,年频,待验证,,,,,
FAC_03403,ths_scd_interest_cost_stock,Scd Interest Cost,财务指标,年频,待验证,,,,,
FAC_03404,ths_od_avg_balance_stock,Od Avg Balance,其他,年频,待验证,,,,,
FAC_03405,ths_od_avg_rate_y_stock,Od Avg Rate Y,比率指标,年频,待验证,,,,,
FAC_03406,ths_od_interest_cost_stock,Od Interest Cost,财务指标,年频,待验证,,,,,
FAC_03407,ths_pl_avg_balance_stock,Pl Avg Balance,其他,年频,待验证,,,,,
FAC_03408,ths_pl_avg_rate_y_stock,Pl Avg Rate Y,比率指标,年频,待验证,,,,,
FAC_03409,ths_pl_interest_cost_stock,Pl Interest Cost,财务指标,年频,待验证,,,,,
FAC_03410,ths_cl_avg_balance_stock,Cl Avg Balance,其他,年频,待验证,,,,,
FAC_03411,ths_cl_avg_rate_y_stock,Cl Avg Rate Y,比率指标,年频,待验证,,,,,
FAC_03412,ths_cl_interest_cost_stock,Cl Interest Cost,财务指标,年频,待验证,,,,,
FAC_03413,ths_gl_avg_balance_stock,Gl Avg Balance,其他,年频,待验证,,,,,
FAC_03414,ths_gl_avg_rate_y_stock,Gl Avg Rate Y,比率指标,年频,待验证,,,,,
FAC_03415,ths_gl_interest_cost_stock,Gl Interest Cost,财务指标,年频,待验证,,,,,
FAC_03416,ths_ml_avg_balance_stock,Ml Avg Balance,其他,年频,待验证,,,,,
FAC_03417,ths_ml_avg_rate_y_stock,Ml Avg Rate Y,比率指标,年频,待验证,,,,,
FAC_03418,ths_ml_interest_cost_stock,Ml Interest Cost,财务指标,年频,待验证,,,,,
FAC_03419,ths_bd_avg_balance_stock,Bd Avg Balance,其他,年频,待验证,,,,,
FAC_03420,ths_bd_avg_rate_y_stock,Bd Avg Rate Y,比率指标,年频,待验证,,,,,
FAC_03421,ths_bd_interest_cost_stock,Bd Interest Cost,财务指标,年频,待验证,,,,,
FAC_03422,ths_credit_loan_avg_balance_stock,Credit Loan Avg Balance,资产负债,年频,待验证,,,,,
FAC_03423,ths_credit_loan_avg_rate_y_stock,Credit Loan Avg Rate Y,资产负债,年频,待验证,,,,,
FAC_03424,ths_credit_loan_interest_cost_stock,Credit Loan Interest Cost,财务指标,年频,待验证,,,,,
FAC_03425,ths_pledge_loan_avg_balance_stock,Pledge Loan Avg Balance,资产负债,年频,待验证,,,,,
FAC_03426,ths_pledge_loan_avg_rate_y_stock,Pledge Loan Avg Rate Y,资产负债,年频,待验证,,,,,
FAC_03427,ths_pledge_loan_interest_cost_stock,Pledge Loan Interest Cost,财务指标,年频,待验证,,,,,
FAC_03428,ths_ol_avg_balance_stock,Ol Avg Balance,其他,年频,待验证,,,,,
FAC_03429,ths_ol_avg_rate_y_stock,Ol Avg Rate Y,比率指标,年频,待验证,,,,,
FAC_03430,ths_ol_interest_cost_stock,Ol Interest Cost,财务指标,年频,待验证,,,,,
FAC_03431,ths_total_loan_avg_balance_stock,Total Loan Avg Balance,资产负债,年频,待验证,,,,,
FAC_03432,ths_total_loan_interest_income_stock,Total Loan Interest Income,财务指标,年频,待验证,,,,,
FAC_03433,ths_total_loan_avg_rate_stock,Total Loan Avg Rate,资产负债,年频,待验证,,,,,
FAC_03434,ths_total_deposit_avg_balance_stock,Total Deposit Avg Balance,资产负债,年频,待验证,,,,,
FAC_03435,ths_total_deposit_interest_cost_stock,Total Deposit Interest Cost,财务指标,年频,待验证,,,,,
FAC_03436,ths_total_deposit_avg_rate_stock,Total Deposit Avg Rate,资产负债,年频,待验证,,,,,
FAC_03437,ths_total_iea_avg_balance_stock,Total Iea Avg Balance,其他,年频,待验证,,,,,
FAC_03438,ths_total_iea_interest_income_stock,Total Iea Interest Income,财务指标,年频,待验证,,,,,
FAC_03439,ths_total_iea_avg_rate_stock,Total Iea Avg Rate,比率指标,年频,待验证,,,,,
FAC_03440,ths_central_bank_deposit_avg_balance_stock,Central Bank Deposit Avg Balance,资产负债,年频,待验证,,,,,
FAC_03441,ths_central_bank_deposit_interest_income_stock,Central Bank Deposit Interest Income,财务指标,年频,待验证,,,,,
FAC_03442,ths_central_bank_deposit_avg_rate_stock,Central Bank Deposit Avg Rate,资产负债,年频,待验证,,,,,
FAC_03443,ths_loans_and_payments_avg_balance_stock,Loans And Payments Avg Balance,资产负债,年频,待验证,,,,,
FAC_03444,ths_loans_and_payments_interest_income_stock,Loans And Payments Interest Income,财务指标,年频,待验证,,,,,
FAC_03445,ths_loans_and_payments_avg_rate_stock,Loans And Payments Avg Rate,资产负债,年频,待验证,,,,,
FAC_03446,ths_depo_place_interbank_avg_balance_stock,Depo Place Interbank Avg Balance,其他,年频,待验证,,,,,
FAC_03447,ths_depo_place_interbank_interest_income_stock,Depo Place Interbank Interest Income,财务指标,年频,待验证,,,,,
FAC_03448,ths_depo_place_interbank_avg_rate_stock,Depo Place Interbank Avg Rate,比率指标,年频,待验证,,,,,
FAC_03449,ths_fnncl_invest_avg_balance_stock,Fnncl Invest Avg Balance,财务指标,年频,待验证,,,,,
FAC_03450,ths_fnncl_invest_interest_income_stock,Fnncl Invest Interest Income,财务指标,年频,待验证,,,,,
FAC_03451,ths_fnncl_invest_avg_rate_stock,Fnncl Invest Avg Rate,财务指标,年频,待验证,,,,,
FAC_03452,ths_buy_resale_fnncl_assets_avg_balance_stock,Buy Resale Fnncl Assets Avg Balance,资产负债,年频,待验证,,,,,
FAC_03453,ths_buy_resale_fnncl_assets_interest_income_stock,Buy Resale Fnncl Assets Interest Income,财务指标,年频,待验证,,,,,
FAC_03454,ths_buy_resale_fnncl_assets_avg_rate_stock,Buy Resale Fnncl Assets Avg Rate,资产负债,年频,待验证,,,,,
FAC_03455,ths_other_iea_avg_balance_stock,Other Iea Avg Balance,其他,年频,待验证,,,,,
FAC_03456,ths_other_iea_interest_income_stock,Other Iea Interest Income,财务指标,年频,待验证,,,,,
FAC_03457,ths_other_iea_avg_rate_stock,Other Iea Avg Rate,比率指标,年频,待验证,,,,,
FAC_03458,ths_total_ibl_avg_balance_stock,Total Ibl Avg Balance,其他,年频,待验证,,,,,
FAC_03459,ths_total_ibl_interest_cost_stock,Total Ibl Interest Cost,财务指标,年频,待验证,,,,,
FAC_03460,ths_total_ibl_avg_rate_stock,Total Ibl Avg Rate,比率指标,年频,待验证,,,,,
FAC_03461,ths_savings_absor_avg_balance_stock,Savings Absor Avg Balance,其他,年频,待验证,,,,,
FAC_03462,ths_savings_absor_interest_cost_stock,Savings Absor Interest Cost,财务指标,年频,待验证,,,,,
FAC_03463,ths_savings_absor_avg_rate_stock,Savings Absor Avg Rate,比率指标,年频,待验证,,,,,
FAC_03464,ths_loan_from_central_avg_balance_stock,Loan From Central Avg Balance,资产负债,年频,待验证,,,,,
FAC_03465,ths_loan_from_central_interest_cost_stock,Loan From Central Interest Cost,财务指标,年频,待验证,,,,,
FAC_03466,ths_loan_from_central_avg_rate_stock,Loan From Central Avg Rate,资产负债,年频,待验证,,,,,
FAC_03467,ths_interbank_depo_place_avg_balance_stock,Interbank Depo Place Avg Balance,其他,年频,待验证,,,,,
FAC_03468,ths_interbank_depo_place_interest_cost_stock,Interbank Depo Place Interest Cost,财务指标,年频,待验证,,,,,
FAC_03469,ths_interbank_depo_place_avg_rate_stock,Interbank Depo Place Avg Rate,比率指标,年频,待验证,,,,,
FAC_03470,ths_bond_payable_avg_balance_stock,Bond Payable Avg Balance,资产负债,年频,待验证,,,,,
FAC_03471,ths_bond_payable_interest_cost_stock,Bond Payable Interest Cost,财务指标,年频,待验证,,,,,
FAC_03472,ths_bond_payable_avg_rate_stock,Bond Payable Avg Rate,资产负债,年频,待验证,,,,,
FAC_03473,ths_sell_repur_fnncl_ast_avg_balance_stock,Sell Repur Fnncl Ast Avg Balance,其他,年频,待验证,,,,,
FAC_03474,ths_sell_repur_fnncl_ast_interest_cost_stock,Sell Repur Fnncl Ast Interest Cost,财务指标,年频,待验证,,,,,
FAC_03475,ths_sell_repur_fnncl_ast_avg_rate_stock,Sell Repur Fnncl Ast Avg Rate,比率指标,年频,待验证,,,,,
FAC_03476,ths_lease_oblig_avg_balance_stock,Lease Oblig Avg Balance,其他,年频,待验证,,,,,
FAC_03477,ths_lease_oblig_interest_cost_stock,Lease Oblig Interest Cost,财务指标,年频,待验证,,,,,
FAC_03478,ths_lease_oblig_avg_rate_stock,Lease Oblig Avg Rate,比率指标,年频,待验证,,,,,
FAC_03479,ths_other_ibl_avg_balance_stock,Other Ibl Avg Balance,其他,年频,待验证,,,,,
FAC_03480,ths_other_ibl_interest_cost_stock,Other Ibl Interest Cost,财务指标,年频,待验证,,,,,
FAC_03481,ths_other_ibl_avg_rate_stock,Other Ibl Avg Rate,比率指标,年频,待验证,,,,,
FAC_03482,ths_interest_net_ic_stock,Interest Net Ic,财务指标,年频,待验证,,,,,
FAC_03483,ths_pd_balance_stock,Pd Balance,其他,年频,待验证,,,,,
FAC_03484,ths_prd_balance_stock,Prd Balance,其他,年频,待验证,,,,,
FAC_03485,ths_pcd_balance_stock,Pcd Balance,其他,年频,待验证,,,,,
FAC_03486,ths_cd_balance_stock,Cd Balance,其他,年频,待验证,,,,,
FAC_03487,ths_crd_balance_stock,Crd Balance,其他,年频,待验证,,,,,
FAC_03488,ths_ccd_balance_stock,Ccd Balance,其他,年频,待验证,,,,,
FAC_03489,ths_regular_deposit_balance_stock,Regular Deposit Balance,资产负债,年频,待验证,,,,,
FAC_03490,ths_current_deposit_balance_stock,Current Deposit Balance,资产负债,年频,待验证,,,,,
FAC_03491,ths_gl_loan_balance_stock,Gl Loan Balance,资产负债,年频,待验证,,,,,
FAC_03492,ths_gl_bad_loan_balance_stock,Gl Bad Loan Balance,资产负债,年频,待验证,,,,,
FAC_03493,ths_gl_bad_loan_ratio_stock,Gl Bad Loan Ratio,资产负债,年频,待验证,,,,,
FAC_03494,ths_ml_loan_balance_stock,Ml Loan Balance,资产负债,年频,待验证,,,,,
FAC_03495,ths_ml_bad_loan_balance_stock,Ml Bad Loan Balance,资产负债,年频,待验证,,,,,
FAC_03496,ths_ml_bad_loan_ratio_stock,Ml Bad Loan Ratio,资产负债,年频,待验证,,,,,
FAC_03497,ths_cl_loan_balance_stock,Cl Loan Balance,资产负债,年频,待验证,,,,,
FAC_03498,ths_cl_bad_loan_balance_stock,Cl Bad Loan Balance,资产负债,年频,待验证,,,,,
FAC_03499,ths_cl_bad_loan_ratio_stock,Cl Bad Loan Ratio,资产负债,年频,待验证,,,,,
FAC_03500,ths_pl_loan_balance_stock,Pl Loan Balance,资产负债,年频,待验证,,,,,
FAC_03501,ths_pl_bad_loan_balance_stock,Pl Bad Loan Balance,资产负债,年频,待验证,,,,,
FAC_03502,ths_pl_bad_loan_ratio_stock,Pl Bad Loan Ratio,资产负债,年频,待验证,,,,,
FAC_03503,ths_cla_loan_balance_stock,Cla Loan Balance,资产负债,年频,待验证,,,,,
FAC_03504,ths_cla_bad_loan_balance_stock,Cla Bad Loan Balance,资产负债,年频,待验证,,,,,
FAC_03505,ths_cla_bad_loan_ratio_stock,Cla Bad Loan Ratio,资产负债,年频,待验证,,,,,
FAC_03506,ths_pla_loan_balance_stock,Pla Loan Balance,资产负债,年频,待验证,,,,,
FAC_03507,ths_pla_bad_loan_balance_stock,Pla Bad Loan Balance,资产负债,年频,待验证,,,,,
FAC_03508,ths_pla_bad_loan_ratio_stock,Pla Bad Loan Ratio,资产负债,年频,待验证,,,,,
FAC_03509,ths_bd_loan_balance_stock,Bd Loan Balance,资产负债,年频,待验证,,,,,
FAC_03510,ths_bd_bad_loan_balance_stock,Bd Bad Loan Balance,资产负债,年频,待验证,,,,,
FAC_03511,ths_bd_bad_loan_ratio_stock,Bd Bad Loan Ratio,资产负债,年频,待验证,,,,,
FAC_03512,ths_st_loan_balance_stock,St Loan Balance,资产负债,年频,待验证,,,,,
FAC_03513,ths_st_bad_loan_balance_stock,St Bad Loan Balance,资产负债,年频,待验证,,,,,
FAC_03514,ths_st_bad_loan_ratio_stock,St Bad Loan Ratio,资产负债,年频,待验证,,,,,
FAC_03515,ths_mlt_loan_balance_stock,Mlt Loan Balance,资产负债,年频,待验证,,,,,
FAC_03516,ths_mlt_bad_loan_balance_stock,Mlt Bad Loan Balance,资产负债,年频,待验证,,,,,
FAC_03517,ths_mlt_bad_loan_ratio_stock,Mlt Bad Loan Ratio,资产负债,年频,待验证,,,,,
FAC_03518,ths_phl_loan_balance_stock,Phl Loan Balance,资产负债,年频,待验证,,,,,
FAC_03519,ths_phl_bad_loan_balance_stock,Phl Bad Loan Balance,资产负债,年频,待验证,,,,,
FAC_03520,ths_phl_bad_loan_ratio_stock,Phl Bad Loan Ratio,资产负债,年频,待验证,,,,,
FAC_03521,ths_pcl_loan_balance_stock,Pcl Loan Balance,资产负债,年频,待验证,,,,,
