rank_h10_is,column_name,prior_coverage,f_entry_id,factor_nature,horizon,window,bucket,ic_mean,ic_std,ic_ir,ic_t,n_days,pct_pos,n_days_bucket,top10_pool
46,psy_ma6,none,,oscillator,20,IS,overall,-0.02167,0.10652,-0.2034,-5.42,710,0.4493,,
46,psy_ma6,none,,oscillator,20,IS,vol_high,-0.0232,0.1094,-0.2121,-2.716,164,0.4024,164.0,
46,psy_ma6,none,,oscillator,20,IS,vol_low,-0.01446,0.10283,-0.1406,-2.319,272,0.4853,274.0,
46,psy_ma6,none,,oscillator,20,IS,vol_mid,-0.0279,0.10831,-0.2576,-4.264,274,0.4416,289.0,
46,psy_ma6,none,,oscillator,20,OOS,overall,-0.0359,0.11762,-0.3052,-7.716,639,0.4225,,
46,psy_ma6,none,,oscillator,20,OOS,vol_high,-0.05378,0.15757,-0.3413,-5.298,241,0.4357,243.0,
46,psy_ma6,none,,oscillator,20,OOS,vol_low,-0.02506,0.06817,-0.3676,-4.707,164,0.3659,168.0,
46,psy_ma6,none,,oscillator,20,OOS,vol_mid,-0.02509,0.09233,-0.2718,-4.157,234,0.4487,248.0,
47,stoch_fastk,f_screened,FCT-TECH-063,oscillator,5,IS,overall,-0.01868,0.12074,-0.1547,-4.16,723,0.4564,,
47,stoch_fastk,f_screened,FCT-TECH-063,oscillator,5,IS,vol_high,-0.02462,0.12233,-0.2012,-2.577,164,0.4512,164.0,
47,stoch_fastk,f_screened,FCT-TECH-063,oscillator,5,IS,vol_low,-0.02132,0.11405,-0.187,-3.089,273,0.4396,274.0,
47,stoch_fastk,f_screened,FCT-TECH-063,oscillator,5,IS,vol_mid,-0.01275,0.12607,-0.1012,-1.711,286,0.4755,289.0,
47,stoch_fastk,f_screened,FCT-TECH-063,oscillator,5,OOS,overall,-0.01512,0.14078,-0.1074,-2.738,650,0.4646,,
47,stoch_fastk,f_screened,FCT-TECH-063,oscillator,5,OOS,vol_high,-0.01647,0.17637,-0.0934,-1.455,243,0.4856,243.0,
47,stoch_fastk,f_screened,FCT-TECH-063,oscillator,5,OOS,vol_low,-0.02277,0.11286,-0.2017,-2.583,164,0.4085,168.0,
47,stoch_fastk,f_screened,FCT-TECH-063,oscillator,5,OOS,vol_mid,-0.00861,0.11569,-0.0744,-1.161,243,0.4815,248.0,
47,stoch_fastk,f_screened,FCT-TECH-063,oscillator,10,IS,overall,-0.01357,0.12166,-0.1115,-2.998,723,0.473,,
47,stoch_fastk,f_screened,FCT-TECH-063,oscillator,10,IS,vol_high,-0.01747,0.12749,-0.137,-1.755,164,0.4695,164.0,
47,stoch_fastk,f_screened,FCT-TECH-063,oscillator,10,IS,vol_low,-0.01816,0.10884,-0.1669,-2.757,273,0.4103,274.0,
47,stoch_fastk,f_screened,FCT-TECH-063,oscillator,10,IS,vol_mid,-0.00694,0.12971,-0.0535,-0.905,286,0.535,289.0,
47,stoch_fastk,f_screened,FCT-TECH-063,oscillator,10,OOS,overall,-0.01134,0.13467,-0.0842,-2.139,645,0.4698,,
47,stoch_fastk,f_screened,FCT-TECH-063,oscillator,10,OOS,vol_high,-0.01213,0.16921,-0.0717,-1.117,243,0.4609,243.0,
47,stoch_fastk,f_screened,FCT-TECH-063,oscillator,10,OOS,vol_low,-0.01694,0.1046,-0.162,-2.074,164,0.4573,168.0,
47,stoch_fastk,f_screened,FCT-TECH-063,oscillator,10,OOS,vol_mid,-0.00667,0.11168,-0.0598,-0.922,238,0.4874,248.0,
47,stoch_fastk,f_screened,FCT-TECH-063,oscillator,20,IS,overall,-0.00959,0.1184,-0.081,-2.177,723,0.4703,,
47,stoch_fastk,f_screened,FCT-TECH-063,oscillator,20,IS,vol_high,-0.01066,0.11788,-0.0904,-1.158,164,0.4695,164.0,
47,stoch_fastk,f_screened,FCT-TECH-063,oscillator,20,IS,vol_low,-0.02052,0.10666,-0.1924,-3.179,273,0.4286,274.0,
47,stoch_fastk,f_screened,FCT-TECH-063,oscillator,20,IS,vol_mid,0.00147,0.12835,0.0114,0.193,286,0.5105,289.0,
47,stoch_fastk,f_screened,FCT-TECH-063,oscillator,20,OOS,overall,-0.01777,0.13309,-0.1335,-3.375,639,0.4679,,
47,stoch_fastk,f_screened,FCT-TECH-063,oscillator,20,OOS,vol_high,-0.02727,0.16855,-0.1618,-2.512,241,0.4523,243.0,
47,stoch_fastk,f_screened,FCT-TECH-063,oscillator,20,OOS,vol_low,-0.02056,0.10802,-0.1903,-2.438,164,0.4268,168.0,
47,stoch_fastk,f_screened,FCT-TECH-063,oscillator,20,OOS,vol_mid,-0.00602,0.10409,-0.0579,-0.885,234,0.5128,248.0,
48,smi,none,,oscillator,5,IS,overall,-0.01819,0.12065,-0.1508,-4.04,718,0.4499,,
48,smi,none,,oscillator,5,IS,vol_high,-0.0208,0.12838,-0.162,-2.075,164,0.4085,164.0,
48,smi,none,,oscillator,5,IS,vol_low,-0.02671,0.11901,-0.2245,-3.702,272,0.4485,274.0,
48,smi,none,,oscillator,5,IS,vol_mid,-0.00845,0.11726,-0.0721,-1.211,282,0.4752,289.0,
48,smi,none,,oscillator,5,OOS,overall,-0.02667,0.14798,-0.1802,-4.578,645,0.4264,,
48,smi,none,,oscillator,5,OOS,vol_high,-0.04649,0.19256,-0.2414,-3.764,243,0.3786,243.0,
48,smi,none,,oscillator,5,OOS,vol_low,-0.01243,0.10298,-0.1207,-1.545,164,0.4695,168.0,
48,smi,none,,oscillator,5,OOS,vol_mid,-0.01625,0.11704,-0.1389,-2.142,238,0.4454,248.0,
48,smi,none,,oscillator,10,IS,overall,-0.01348,0.12358,-0.109,-2.922,718,0.4666,,
48,smi,none,,oscillator,10,IS,vol_high,-0.00301,0.13206,-0.0228,-0.292,164,0.4451,164.0,
48,smi,none,,oscillator,10,IS,vol_low,-0.02273,0.11703,-0.1942,-3.202,272,0.4265,274.0,
48,smi,none,,oscillator,10,IS,vol_mid,-0.01064,0.12446,-0.0855,-1.436,282,0.5177,289.0,
48,smi,none,,oscillator,10,OOS,overall,-0.03172,0.14135,-0.2244,-5.7,645,0.4031,,
48,smi,none,,oscillator,10,OOS,vol_high,-0.0581,0.18165,-0.3198,-4.986,243,0.3621,243.0,
48,smi,none,,oscillator,10,OOS,vol_low,-0.01909,0.10035,-0.1902,-2.436,164,0.4451,168.0,
48,smi,none,,oscillator,10,OOS,vol_mid,-0.0135,0.11185,-0.1207,-1.862,238,0.416,248.0,
48,smi,none,,oscillator,20,IS,overall,-0.01818,0.12481,-0.1457,-3.904,718,0.4749,,
48,smi,none,,oscillator,20,IS,vol_high,-0.01913,0.13011,-0.147,-1.883,164,0.4329,164.0,
48,smi,none,,oscillator,20,IS,vol_low,-0.02298,0.12657,-0.1815,-2.994,272,0.4669,274.0,
48,smi,none,,oscillator,20,IS,vol_mid,-0.01301,0.12013,-0.1083,-1.818,282,0.5071,289.0,
48,smi,none,,oscillator,20,OOS,overall,-0.04388,0.13813,-0.3176,-8.029,639,0.4085,,
48,smi,none,,oscillator,20,OOS,vol_high,-0.08468,0.17131,-0.4943,-7.674,241,0.3278,243.0,
48,smi,none,,oscillator,20,OOS,vol_low,-0.02956,0.10929,-0.2704,-3.463,164,0.4207,168.0,
48,smi,none,,oscillator,20,OOS,vol_mid,-0.01188,0.10376,-0.1145,-1.752,234,0.4829,248.0,
49,smi_signal,none,,oscillator,5,IS,overall,-0.01623,0.11955,-0.1358,-3.638,718,0.4652,,
49,smi_signal,none,,oscillator,5,IS,vol_high,-0.01534,0.12542,-0.1223,-1.567,164,0.4329,164.0,
49,smi_signal,none,,oscillator,5,IS,vol_low,-0.02395,0.12138,-0.1973,-3.255,272,0.4596,274.0,
49,smi_signal,none,,oscillator,5,IS,vol_mid,-0.0093,0.11414,-0.0815,-1.369,282,0.4894,289.0,
49,smi_signal,none,,oscillator,5,OOS,overall,-0.02657,0.14864,-0.1788,-4.54,645,0.4295,,
49,smi_signal,none,,oscillator,5,OOS,vol_high,-0.04749,0.19443,-0.2442,-3.807,243,0.3909,243.0,
49,smi_signal,none,,oscillator,5,OOS,vol_low,-0.01043,0.10064,-0.1037,-1.328,164,0.4756,168.0,
49,smi_signal,none,,oscillator,5,OOS,vol_mid,-0.01633,0.11718,-0.1394,-2.15,238,0.437,248.0,
49,smi_signal,none,,oscillator,10,IS,overall,-0.01218,0.12191,-0.0999,-2.678,718,0.4791,,
49,smi_signal,none,,oscillator,10,IS,vol_high,-0.00068,0.12947,-0.0053,-0.067,164,0.4695,164.0,
49,smi_signal,none,,oscillator,10,IS,vol_low,-0.02072,0.11886,-0.1743,-2.875,272,0.4449,274.0,
49,smi_signal,none,,oscillator,10,IS,vol_mid,-0.01064,0.12009,-0.0886,-1.488,282,0.5177,289.0,
49,smi_signal,none,,oscillator,10,OOS,overall,-0.03355,0.14054,-0.2388,-6.064,645,0.4016,,
49,smi_signal,none,,oscillator,10,OOS,vol_high,-0.06256,0.18155,-0.3446,-5.372,243,0.3539,243.0,
49,smi_signal,none,,oscillator,10,OOS,vol_low,-0.0208,0.09746,-0.2134,-2.733,164,0.4146,168.0,
49,smi_signal,none,,oscillator,10,OOS,vol_mid,-0.01272,0.10987,-0.1158,-1.787,238,0.4412,248.0,
49,smi_signal,none,,oscillator,20,IS,overall,-0.01886,0.12535,-0.1505,-4.031,718,0.4791,,
49,smi_signal,none,,oscillator,20,IS,vol_high,-0.02072,0.13028,-0.1591,-2.037,164,0.439,164.0,
49,smi_signal,none,,oscillator,20,IS,vol_low,-0.02005,0.13,-0.1542,-2.543,272,0.4816,274.0,
49,smi_signal,none,,oscillator,20,IS,vol_mid,-0.01663,0.11806,-0.1408,-2.365,282,0.5,289.0,
49,smi_signal,none,,oscillator,20,OOS,overall,-0.04543,0.14051,-0.3233,-8.174,639,0.4038,,
49,smi_signal,none,,oscillator,20,OOS,vol_high,-0.08853,0.17526,-0.5051,-7.842,241,0.3071,243.0,
49,smi_signal,none,,oscillator,20,OOS,vol_low,-0.0315,0.10641,-0.296,-3.791,164,0.4207,168.0,
49,smi_signal,none,,oscillator,20,OOS,vol_mid,-0.01082,0.10604,-0.102,-1.561,234,0.4915,248.0,
50,stoch_slowk,f_screened,FCT-TECH-063,oscillator,5,IS,overall,-0.01598,0.12339,-0.1295,-3.478,721,0.4632,,
50,stoch_slowk,f_screened,FCT-TECH-063,oscillator,5,IS,vol_high,-0.02423,0.13029,-0.186,-2.382,164,0.4146,164.0,
50,stoch_slowk,f_screened,FCT-TECH-063,oscillator,5,IS,vol_low,-0.02292,0.11591,-0.1977,-3.261,272,0.4412,274.0,
50,stoch_slowk,f_screened,FCT-TECH-063,oscillator,5,IS,vol_mid,-0.00461,0.12579,-0.0367,-0.619,285,0.5123,289.0,
50,stoch_slowk,f_screened,FCT-TECH-063,oscillator,5,OOS,overall,-0.0217,0.14541,-0.1493,-3.8,648,0.4475,,
50,stoch_slowk,f_screened,FCT-TECH-063,oscillator,5,OOS,vol_high,-0.03134,0.18511,-0.1693,-2.639,243,0.4362,243.0,
50,stoch_slowk,f_screened,FCT-TECH-063,oscillator,5,OOS,vol_low,-0.02054,0.1098,-0.187,-2.395,164,0.4512,168.0,
50,stoch_slowk,f_screened,FCT-TECH-063,oscillator,5,OOS,vol_mid,-0.01278,0.11869,-0.1077,-1.672,241,0.4564,248.0,
50,stoch_slowk,f_screened,FCT-TECH-063,oscillator,10,IS,overall,-0.0122,0.12429,-0.0981,-2.635,721,0.4702,,
50,stoch_slowk,f_screened,FCT-TECH-063,oscillator,10,IS,vol_high,-0.00865,0.13205,-0.0655,-0.839,164,0.4451,164.0,
50,stoch_slowk,f_screened,FCT-TECH-063,oscillator,10,IS,vol_low,-0.02008,0.11003,-0.1825,-3.009,272,0.4338,274.0,
50,stoch_slowk,f_screened,FCT-TECH-063,oscillator,10,IS,vol_mid,-0.00671,0.13232,-0.0507,-0.857,285,0.5193,289.0,
50,stoch_slowk,f_screened,FCT-TECH-063,oscillator,10,OOS,overall,-0.01883,0.13929,-0.1351,-3.432,645,0.4357,,
50,stoch_slowk,f_screened,FCT-TECH-063,oscillator,10,OOS,vol_high,-0.02832,0.17669,-0.1603,-2.498,243,0.4198,243.0,
50,stoch_slowk,f_screened,FCT-TECH-063,oscillator,10,OOS,vol_low,-0.01429,0.10928,-0.1308,-1.675,164,0.439,168.0,
50,stoch_slowk,f_screened,FCT-TECH-063,oscillator,10,OOS,vol_mid,-0.01226,0.11172,-0.1097,-1.693,238,0.4496,248.0,
50,stoch_slowk,f_screened,FCT-TECH-063,oscillator,20,IS,overall,-0.01023,0.12301,-0.0831,-2.232,721,0.466,,
50,stoch_slowk,f_screened,FCT-TECH-063,oscillator,20,IS,vol_high,-0.01167,0.1262,-0.0925,-1.184,164,0.4512,164.0,
50,stoch_slowk,f_screened,FCT-TECH-063,oscillator,20,IS,vol_low,-0.02428,0.11355,-0.2138,-3.526,272,0.4007,274.0,
50,stoch_slowk,f_screened,FCT-TECH-063,oscillator,20,IS,vol_mid,0.00401,0.12855,0.0312,0.527,285,0.5368,289.0,
50,stoch_slowk,f_screened,FCT-TECH-063,oscillator,20,OOS,overall,-0.02724,0.13798,-0.1974,-4.99,639,0.4476,,
50,stoch_slowk,f_screened,FCT-TECH-063,oscillator,20,OOS,vol_high,-0.04793,0.17492,-0.274,-4.254,241,0.3859,243.0,
50,stoch_slowk,f_screened,FCT-TECH-063,oscillator,20,OOS,vol_low,-0.02278,0.11413,-0.1996,-2.556,164,0.4512,168.0,
50,stoch_slowk,f_screened,FCT-TECH-063,oscillator,20,OOS,vol_mid,-0.00905,0.10352,-0.0874,-1.337,234,0.5085,248.0,
51,stoch_fastd,f_screened,FCT-TECH-063,oscillator,5,IS,overall,-0.01598,0.12339,-0.1295,-3.478,721,0.4632,,
51,stoch_fastd,f_screened,FCT-TECH-063,oscillator,5,IS,vol_high,-0.02423,0.13029,-0.186,-2.382,164,0.4146,164.0,
51,stoch_fastd,f_screened,FCT-TECH-063,oscillator,5,IS,vol_low,-0.02292,0.11591,-0.1977,-3.261,272,0.4412,274.0,
51,stoch_fastd,f_screened,FCT-TECH-063,oscillator,5,IS,vol_mid,-0.00461,0.12579,-0.0367,-0.619,285,0.5123,289.0,
51,stoch_fastd,f_screened,FCT-TECH-063,oscillator,5,OOS,overall,-0.0217,0.14541,-0.1493,-3.8,648,0.4475,,
51,stoch_fastd,f_screened,FCT-TECH-063,oscillator,5,OOS,vol_high,-0.03134,0.18511,-0.1693,-2.639,243,0.4362,243.0,
51,stoch_fastd,f_screened,FCT-TECH-063,oscillator,5,OOS,vol_low,-0.02054,0.1098,-0.187,-2.395,164,0.4512,168.0,
51,stoch_fastd,f_screened,FCT-TECH-063,oscillator,5,OOS,vol_mid,-0.01278,0.11869,-0.1077,-1.672,241,0.4564,248.0,
51,stoch_fastd,f_screened,FCT-TECH-063,oscillator,10,IS,overall,-0.0122,0.12429,-0.0981,-2.635,721,0.4702,,
51,stoch_fastd,f_screened,FCT-TECH-063,oscillator,10,IS,vol_high,-0.00865,0.13205,-0.0655,-0.839,164,0.4451,164.0,
51,stoch_fastd,f_screened,FCT-TECH-063,oscillator,10,IS,vol_low,-0.02008,0.11003,-0.1825,-3.009,272,0.4338,274.0,
51,stoch_fastd,f_screened,FCT-TECH-063,oscillator,10,IS,vol_mid,-0.00671,0.13232,-0.0507,-0.857,285,0.5193,289.0,
51,stoch_fastd,f_screened,FCT-TECH-063,oscillator,10,OOS,overall,-0.01883,0.13929,-0.1351,-3.432,645,0.4357,,
51,stoch_fastd,f_screened,FCT-TECH-063,oscillator,10,OOS,vol_high,-0.02832,0.17669,-0.1603,-2.498,243,0.4198,243.0,
51,stoch_fastd,f_screened,FCT-TECH-063,oscillator,10,OOS,vol_low,-0.01429,0.10928,-0.1308,-1.675,164,0.439,168.0,
51,stoch_fastd,f_screened,FCT-TECH-063,oscillator,10,OOS,vol_mid,-0.01226,0.11172,-0.1097,-1.693,238,0.4496,248.0,
51,stoch_fastd,f_screened,FCT-TECH-063,oscillator,20,IS,overall,-0.01023,0.12301,-0.0831,-2.232,721,0.466,,
51,stoch_fastd,f_screened,FCT-TECH-063,oscillator,20,IS,vol_high,-0.01167,0.1262,-0.0925,-1.184,164,0.4512,164.0,
51,stoch_fastd,f_screened,FCT-TECH-063,oscillator,20,IS,vol_low,-0.02428,0.11355,-0.2138,-3.526,272,0.4007,274.0,
51,stoch_fastd,f_screened,FCT-TECH-063,oscillator,20,IS,vol_mid,0.00401,0.12855,0.0312,0.527,285,0.5368,289.0,
51,stoch_fastd,f_screened,FCT-TECH-063,oscillator,20,OOS,overall,-0.02724,0.13798,-0.1974,-4.99,639,0.4476,,
51,stoch_fastd,f_screened,FCT-TECH-063,oscillator,20,OOS,vol_high,-0.04793,0.17492,-0.274,-4.254,241,0.3859,243.0,
51,stoch_fastd,f_screened,FCT-TECH-063,oscillator,20,OOS,vol_low,-0.02278,0.11413,-0.1996,-2.556,164,0.4512,168.0,
51,stoch_fastd,f_screened,FCT-TECH-063,oscillator,20,OOS,vol_mid,-0.00905,0.10352,-0.0874,-1.337,234,0.5085,248.0,
52,stc,none,,oscillator,5,IS,overall,-0.01243,0.11247,-0.1105,-2.942,709,0.4767,,
52,stc,none,,oscillator,5,IS,vol_high,-0.01276,0.11686,-0.1092,-1.399,164,0.4207,164.0,
52,stc,none,,oscillator,5,IS,vol_low,-0.01682,0.11686,-0.1439,-2.373,272,0.5,274.0,
52,stc,none,,oscillator,5,IS,vol_mid,-0.00785,0.10535,-0.0745,-1.231,273,0.4872,289.0,
52,stc,none,,oscillator,5,OOS,overall,-0.03125,0.14037,-0.2226,-5.655,645,0.4062,,
52,stc,none,,oscillator,5,OOS,vol_high,-0.04708,0.18432,-0.2554,-3.982,243,0.3745,243.0,
52,stc,none,,oscillator,5,OOS,vol_low,-0.02403,0.08266,-0.2907,-3.723,164,0.4207,168.0,
52,stc,none,,oscillator,5,OOS,vol_mid,-0.02007,0.11718,-0.1713,-2.642,238,0.4286,248.0,
52,stc,none,,oscillator,10,IS,overall,-0.00906,0.11116,-0.0815,-2.171,709,0.4725,,
52,stc,none,,oscillator,10,IS,vol_high,-0.01039,0.1191,-0.0873,-1.118,164,0.4146,164.0,
52,stc,none,,oscillator,10,IS,vol_low,-0.01402,0.10833,-0.1295,-2.135,272,0.4412,274.0,
52,stc,none,,oscillator,10,IS,vol_mid,-0.00332,0.10914,-0.0304,-0.503,273,0.5385,289.0,
52,stc,none,,oscillator,10,OOS,overall,-0.0362,0.1286,-0.2815,-7.148,645,0.4,,
52,stc,none,,oscillator,10,OOS,vol_high,-0.05919,0.16313,-0.3629,-5.656,243,0.3416,243.0,
52,stc,none,,oscillator,10,OOS,vol_low,-0.0314,0.0903,-0.3477,-4.453,164,0.4024,168.0,
52,stc,none,,oscillator,10,OOS,vol_mid,-0.01603,0.10581,-0.1515,-2.337,238,0.458,248.0,
52,stc,none,,oscillator,20,IS,overall,-0.0126,0.11374,-0.1108,-2.95,709,0.5148,,
52,stc,none,,oscillator,20,IS,vol_high,-0.02594,0.12874,-0.2015,-2.581,164,0.3902,164.0,
52,stc,none,,oscillator,20,IS,vol_low,-0.01178,0.11551,-0.102,-1.682,272,0.5478,274.0,
52,stc,none,,oscillator,20,IS,vol_mid,-0.0054,0.10143,-0.0533,-0.88,273,0.5568,289.0,
52,stc,none,,oscillator,20,OOS,overall,-0.03298,0.11805,-0.2793,-7.061,639,0.4288,,
52,stc,none,,oscillator,20,OOS,vol_high,-0.06961,0.14149,-0.492,-7.637,241,0.3237,243.0,
52,stc,none,,oscillator,20,OOS,vol_low,-0.00905,0.07975,-0.1135,-1.453,164,0.5,168.0,
52,stc,none,,oscillator,20,OOS,vol_mid,-0.01202,0.1042,-0.1154,-1.765,234,0.4872,248.0,
53,stoch_slowd,f_screened,FCT-TECH-063,oscillator,5,IS,overall,-0.01202,0.12197,-0.0985,-2.643,719,0.4701,,
53,stoch_slowd,f_screened,FCT-TECH-063,oscillator,5,IS,vol_high,-0.01864,0.13128,-0.142,-1.818,164,0.4268,164.0,
53,stoch_slowd,f_screened,FCT-TECH-063,oscillator,5,IS,vol_low,-0.02146,0.11627,-0.1846,-3.045,272,0.4375,274.0,
53,stoch_slowd,f_screened,FCT-TECH-063,oscillator,5,IS,vol_mid,0.00089,0.12102,0.0074,0.124,283,0.5265,289.0,
53,stoch_slowd,f_screened,FCT-TECH-063,oscillator,5,OOS,overall,-0.01952,0.14795,-0.132,-3.354,646,0.4536,,
53,stoch_slowd,f_screened,FCT-TECH-063,oscillator,5,OOS,vol_high,-0.03508,0.18887,-0.1858,-2.896,243,0.4156,243.0,
53,stoch_slowd,f_screened,FCT-TECH-063,oscillator,5,OOS,vol_low,-0.01114,0.10919,-0.102,-1.306,164,0.4634,168.0,
53,stoch_slowd,f_screened,FCT-TECH-063,oscillator,5,OOS,vol_mid,-0.00946,0.12037,-0.0786,-1.214,239,0.4854,248.0,
53,stoch_slowd,f_screened,FCT-TECH-063,oscillator,10,IS,overall,-0.00972,0.12167,-0.0799,-2.142,719,0.4896,,
53,stoch_slowd,f_screened,FCT-TECH-063,oscillator,10,IS,vol_high,0.00035,0.13014,0.0027,0.034,164,0.4756,164.0,
53,stoch_slowd,f_screened,FCT-TECH-063,oscillator,10,IS,vol_low,-0.01891,0.11029,-0.1715,-2.828,272,0.4669,274.0,
53,stoch_slowd,f_screened,FCT-TECH-063,oscillator,10,IS,vol_mid,-0.00673,0.12674,-0.0531,-0.893,283,0.5194,289.0,
53,stoch_slowd,f_screened,FCT-TECH-063,oscillator,10,OOS,overall,-0.02174,0.14014,-0.1551,-3.939,645,0.4233,,
53,stoch_slowd,f_screened,FCT-TECH-063,oscillator,10,OOS,vol_high,-0.03798,0.17867,-0.2126,-3.314,243,0.3951,243.0,
53,stoch_slowd,f_screened,FCT-TECH-063,oscillator,10,OOS,vol_low,-0.01063,0.10894,-0.0976,-1.249,164,0.4695,168.0,
53,stoch_slowd,f_screened,FCT-TECH-063,oscillator,10,OOS,vol_mid,-0.01281,0.11034,-0.1161,-1.79,238,0.4202,248.0,
53,stoch_slowd,f_screened,FCT-TECH-063,oscillator,20,IS,overall,-0.0087,0.12412,-0.0701,-1.88,719,0.4826,,
53,stoch_slowd,f_screened,FCT-TECH-063,oscillator,20,IS,vol_high,-0.00684,0.13144,-0.0521,-0.667,164,0.4695,164.0,
53,stoch_slowd,f_screened,FCT-TECH-063,oscillator,20,IS,vol_low,-0.02083,0.1185,-0.1758,-2.9,272,0.4375,274.0,
53,stoch_slowd,f_screened,FCT-TECH-063,oscillator,20,IS,vol_mid,0.00188,0.12444,0.0151,0.255,283,0.5336,289.0,
53,stoch_slowd,f_screened,FCT-TECH-063,oscillator,20,OOS,overall,-0.03053,0.13784,-0.2215,-5.599,639,0.4429,,
53,stoch_slowd,f_screened,FCT-TECH-063,oscillator,20,OOS,vol_high,-0.05647,0.17318,-0.3261,-5.062,241,0.361,243.0,
53,stoch_slowd,f_screened,FCT-TECH-063,oscillator,20,OOS,vol_low,-0.02312,0.11582,-0.1996,-2.556,164,0.4695,168.0,
53,stoch_slowd,f_screened,FCT-TECH-063,oscillator,20,OOS,vol_mid,-0.00901,0.10269,-0.0877,-1.342,234,0.5085,248.0,
54,vol_price_div,none,,signal,5,IS,overall,-0.00051,0.06405,-0.008,-0.214,717,0.5146,,
54,vol_price_div,none,,signal,5,IS,vol_high,0.00465,0.07399,0.0628,0.805,164,0.5305,164.0,
54,vol_price_div,none,,signal,5,IS,vol_low,-0.00915,0.0621,-0.1474,-2.431,272,0.4485,274.0,
54,vol_price_div,none,,signal,5,IS,vol_mid,0.00484,0.05876,0.0824,1.382,281,0.5694,289.0,
54,vol_price_div,none,,signal,5,OOS,overall,0.00153,0.08514,0.0179,0.458,654,0.5612,,
54,vol_price_div,none,,signal,5,OOS,vol_high,-0.00595,0.11277,-0.0528,-0.823,243,0.5844,243.0,
54,vol_price_div,none,,signal,5,OOS,vol_low,0.00774,0.06358,0.1218,1.559,164,0.5915,168.0,
54,vol_price_div,none,,signal,5,OOS,vol_mid,0.00475,0.06295,0.0755,1.187,247,0.5182,248.0,
54,vol_price_div,none,,signal,10,IS,overall,-0.00463,0.06444,-0.0719,-1.926,717,0.4923,,
54,vol_price_div,none,,signal,10,IS,vol_high,-0.0027,0.07036,-0.0383,-0.491,164,0.5305,164.0,
54,vol_price_div,none,,signal,10,IS,vol_low,-0.01214,0.06073,-0.1999,-3.298,272,0.4044,274.0,
54,vol_price_div,none,,signal,10,IS,vol_mid,0.0015,0.06382,0.0235,0.395,281,0.5552,289.0,
54,vol_price_div,none,,signal,10,OOS,overall,-0.00135,0.08355,-0.0162,-0.413,649,0.5408,,
54,vol_price_div,none,,signal,10,OOS,vol_high,-0.01263,0.11067,-0.1141,-1.778,243,0.5267,243.0,
54,vol_price_div,none,,signal,10,OOS,vol_low,0.00278,0.05828,0.0478,0.612,164,0.5244,168.0,
54,vol_price_div,none,,signal,10,OOS,vol_mid,0.00716,0.06293,0.1138,1.77,242,0.5661,248.0,
54,vol_price_div,none,,signal,20,IS,overall,-0.00981,0.06897,-0.1422,-3.808,717,0.4519,,
54,vol_price_div,none,,signal,20,IS,vol_high,-0.01322,0.07869,-0.168,-2.151,164,0.4207,164.0,
54,vol_price_div,none,,signal,20,IS,vol_low,-0.01332,0.06853,-0.1943,-3.205,272,0.4338,274.0,
54,vol_price_div,none,,signal,20,IS,vol_mid,-0.00443,0.06299,-0.0703,-1.178,281,0.4875,289.0,
54,vol_price_div,none,,signal,20,OOS,overall,-0.01125,0.08645,-0.1301,-3.29,639,0.4961,,
54,vol_price_div,none,,signal,20,OOS,vol_high,-0.03018,0.11824,-0.2552,-3.962,241,0.4564,243.0,
54,vol_price_div,none,,signal,20,OOS,vol_low,-0.00352,0.05647,-0.0624,-0.799,164,0.5,168.0,
54,vol_price_div,none,,signal,20,OOS,vol_mid,0.00282,0.05677,0.0498,0.761,234,0.5342,248.0,
55,stochrsi,f_screened,FCT-TECH-066,oscillator,5,IS,overall,-0.01135,0.11715,-0.0969,-2.588,713,0.4909,,
55,stochrsi,f_screened,FCT-TECH-066,oscillator,5,IS,vol_high,-0.01191,0.12194,-0.0976,-1.251,164,0.4451,164.0,
55,stochrsi,f_screened,FCT-TECH-066,oscillator,5,IS,vol_low,-0.02395,0.11206,-0.2137,-3.524,272,0.4412,274.0,
55,stochrsi,f_screened,FCT-TECH-066,oscillator,5,IS,vol_mid,0.00134,0.11823,0.0113,0.188,277,0.5668,289.0,
55,stochrsi,f_screened,FCT-TECH-066,oscillator,5,OOS,overall,-0.01508,0.14012,-0.1077,-2.734,645,0.4744,,
55,stochrsi,f_screened,FCT-TECH-066,oscillator,5,OOS,vol_high,-0.02049,0.17301,-0.1184,-1.846,243,0.4609,243.0,
55,stochrsi,f_screened,FCT-TECH-066,oscillator,5,OOS,vol_low,-0.01589,0.10759,-0.1477,-1.891,164,0.4695,168.0,
55,stochrsi,f_screened,FCT-TECH-066,oscillator,5,OOS,vol_mid,-0.00901,0.12147,-0.0742,-1.144,238,0.4916,248.0,
55,stochrsi,f_screened,FCT-TECH-066,oscillator,10,IS,overall,-0.00263,0.12071,-0.0218,-0.582,713,0.5105,,
55,stochrsi,f_screened,FCT-TECH-066,oscillator,10,IS,vol_high,0.00288,0.12948,0.0223,0.285,164,0.5122,164.0,
55,stochrsi,f_screened,FCT-TECH-066,oscillator,10,IS,vol_low,-0.01715,0.10762,-0.1594,-2.629,272,0.4632,274.0,
55,stochrsi,f_screened,FCT-TECH-066,oscillator,10,IS,vol_mid,0.00837,0.12636,0.0662,1.102,277,0.556,289.0,
