rank_h10_is,column_name,prior_coverage,f_entry_id,factor_nature,horizon,window,bucket,ic_mean,ic_std,ic_ir,ic_t,n_days,pct_pos,n_days_bucket,top10_pool
18,tsi,none,,oscillator,10,IS,overall,-0.04876,0.13128,-0.3714,-10.007,726,0.3788,,
18,tsi,none,,oscillator,10,IS,vol_high,-0.06926,0.10956,-0.6322,-8.096,164,0.2622,164.0,
18,tsi,none,,oscillator,10,IS,vol_low,-0.04363,0.13626,-0.3202,-5.29,273,0.3846,274.0,
18,tsi,none,,oscillator,10,IS,vol_mid,-0.04197,0.13692,-0.3065,-5.211,289,0.4394,289.0,
18,tsi,none,,oscillator,10,OOS,overall,-0.07037,0.15743,-0.447,-11.378,648,0.358,,
18,tsi,none,,oscillator,10,OOS,vol_high,-0.11167,0.20522,-0.5441,-8.482,243,0.358,243.0,
18,tsi,none,,oscillator,10,OOS,vol_low,-0.03799,0.09286,-0.4091,-5.239,164,0.372,168.0,
18,tsi,none,,oscillator,10,OOS,vol_mid,-0.05075,0.12516,-0.4055,-6.295,241,0.3485,248.0,
18,tsi,none,,oscillator,20,IS,overall,-0.06565,0.14427,-0.4551,-12.261,726,0.354,,
18,tsi,none,,oscillator,20,IS,vol_high,-0.10609,0.10919,-0.9716,-12.443,164,0.1463,164.0,
18,tsi,none,,oscillator,20,IS,vol_low,-0.05684,0.14681,-0.3871,-6.396,273,0.381,274.0,
18,tsi,none,,oscillator,20,IS,vol_mid,-0.05103,0.15514,-0.3289,-5.591,289,0.4464,289.0,
18,tsi,none,,oscillator,20,OOS,overall,-0.07682,0.162,-0.4742,-11.986,639,0.3224,,
18,tsi,none,,oscillator,20,OOS,vol_high,-0.13689,0.21112,-0.6484,-10.066,241,0.2573,243.0,
18,tsi,none,,oscillator,20,OOS,vol_low,-0.04749,0.08886,-0.5344,-6.844,164,0.3171,168.0,
18,tsi,none,,oscillator,20,OOS,vol_mid,-0.0355,0.11991,-0.2961,-4.529,234,0.3932,248.0,
19,tenkan_sen,none,,level,5,IS,overall,-0.04893,0.17866,-0.2738,-7.343,719,0.4312,,
19,tenkan_sen,none,,level,5,IS,vol_high,-0.07256,0.18754,-0.3869,-4.955,164,0.378,164.0,
19,tenkan_sen,none,,level,5,IS,vol_low,-0.026,0.17334,-0.15,-2.474,272,0.4853,274.0,
19,tenkan_sen,none,,level,5,IS,vol_mid,-0.05726,0.17654,-0.3244,-5.456,283,0.4099,289.0,
19,tenkan_sen,none,,level,5,OOS,overall,-0.02577,0.19171,-0.1344,-3.417,646,0.4458,,
19,tenkan_sen,none,,level,5,OOS,vol_high,-0.02386,0.22168,-0.1076,-1.678,243,0.4486,243.0,
19,tenkan_sen,none,,level,5,OOS,vol_low,-0.01946,0.18156,-0.1072,-1.372,164,0.4634,168.0,
19,tenkan_sen,none,,level,5,OOS,vol_mid,-0.03205,0.16426,-0.1951,-3.016,239,0.431,248.0,
19,tenkan_sen,none,,level,10,IS,overall,-0.06744,0.18254,-0.3695,-9.907,719,0.3644,,
19,tenkan_sen,none,,level,10,IS,vol_high,-0.09774,0.19302,-0.5064,-6.485,164,0.2988,164.0,
19,tenkan_sen,none,,level,10,IS,vol_low,-0.05335,0.17609,-0.303,-4.997,272,0.375,274.0,
19,tenkan_sen,none,,level,10,IS,vol_mid,-0.06343,0.181,-0.3504,-5.895,283,0.3922,289.0,
19,tenkan_sen,none,,level,10,OOS,overall,-0.03026,0.20106,-0.1505,-3.822,645,0.4434,,
19,tenkan_sen,none,,level,10,OOS,vol_high,-0.03159,0.22977,-0.1375,-2.143,243,0.4609,243.0,
19,tenkan_sen,none,,level,10,OOS,vol_low,-0.00159,0.19354,-0.0082,-0.105,164,0.5183,168.0,
19,tenkan_sen,none,,level,10,OOS,vol_mid,-0.04864,0.17109,-0.2843,-4.386,238,0.3739,248.0,
19,tenkan_sen,none,,level,20,IS,overall,-0.09213,0.18385,-0.5011,-13.436,719,0.3408,,
19,tenkan_sen,none,,level,20,IS,vol_high,-0.09192,0.19813,-0.4639,-5.941,164,0.3841,164.0,
19,tenkan_sen,none,,level,20,IS,vol_low,-0.09232,0.16869,-0.5473,-9.026,272,0.2904,274.0,
19,tenkan_sen,none,,level,20,IS,vol_mid,-0.09207,0.18982,-0.485,-8.16,283,0.364,289.0,
19,tenkan_sen,none,,level,20,OOS,overall,-0.0303,0.2023,-0.1498,-3.786,639,0.457,,
19,tenkan_sen,none,,level,20,OOS,vol_high,-0.0617,0.22426,-0.2751,-4.271,241,0.4025,243.0,
19,tenkan_sen,none,,level,20,OOS,vol_low,-0.00456,0.18158,-0.0251,-0.322,164,0.4878,168.0,
19,tenkan_sen,none,,level,20,OOS,vol_mid,-0.016,0.1884,-0.0849,-1.299,234,0.4915,248.0,
20,qqe_14,none,,oscillator,5,IS,overall,-0.04018,0.12534,-0.3205,-8.631,725,0.3821,,
20,qqe_14,none,,oscillator,5,IS,vol_high,-0.05064,0.1148,-0.4411,-5.649,164,0.3415,164.0,
20,qqe_14,none,,oscillator,5,IS,vol_low,-0.03809,0.12608,-0.3021,-4.991,273,0.37,274.0,
20,qqe_14,none,,oscillator,5,IS,vol_mid,-0.0362,0.13038,-0.2776,-4.712,288,0.4167,289.0,
20,qqe_14,none,,oscillator,5,OOS,overall,-0.05757,0.15378,-0.3743,-9.559,652,0.3773,,
20,qqe_14,none,,oscillator,5,OOS,vol_high,-0.08375,0.19336,-0.4331,-6.752,243,0.3745,243.0,
20,qqe_14,none,,oscillator,5,OOS,vol_low,-0.0357,0.10677,-0.3344,-4.282,164,0.3902,168.0,
20,qqe_14,none,,oscillator,5,OOS,vol_mid,-0.04622,0.13138,-0.3518,-5.507,245,0.3714,248.0,
20,qqe_14,none,,oscillator,10,IS,overall,-0.04717,0.12805,-0.3684,-9.919,725,0.3683,,
20,qqe_14,none,,oscillator,10,IS,vol_high,-0.06738,0.10561,-0.638,-8.171,164,0.2683,164.0,
20,qqe_14,none,,oscillator,10,IS,vol_low,-0.04088,0.13368,-0.3058,-5.053,273,0.37,274.0,
20,qqe_14,none,,oscillator,10,IS,vol_mid,-0.04162,0.13338,-0.3121,-5.296,288,0.4236,289.0,
20,qqe_14,none,,oscillator,10,OOS,overall,-0.06585,0.15274,-0.4311,-10.966,647,0.3632,,
20,qqe_14,none,,oscillator,10,OOS,vol_high,-0.09673,0.19742,-0.49,-7.638,243,0.3704,243.0,
20,qqe_14,none,,oscillator,10,OOS,vol_low,-0.04,0.09614,-0.416,-5.328,164,0.372,168.0,
20,qqe_14,none,,oscillator,10,OOS,vol_mid,-0.05224,0.1252,-0.4173,-6.465,240,0.35,248.0,
20,qqe_14,none,,oscillator,20,IS,overall,-0.06366,0.13973,-0.4556,-12.267,725,0.3559,,
20,qqe_14,none,,oscillator,20,IS,vol_high,-0.09858,0.10633,-0.9271,-11.873,164,0.1524,164.0,
20,qqe_14,none,,oscillator,20,IS,vol_low,-0.0573,0.14034,-0.4083,-6.747,273,0.3663,274.0,
20,qqe_14,none,,oscillator,20,IS,vol_mid,-0.0498,0.15245,-0.3267,-5.544,288,0.4618,289.0,
20,qqe_14,none,,oscillator,20,OOS,overall,-0.07363,0.15527,-0.4742,-11.987,639,0.3067,,
20,qqe_14,none,,oscillator,20,OOS,vol_high,-0.12284,0.20183,-0.6086,-9.448,241,0.2822,243.0,
20,qqe_14,none,,oscillator,20,OOS,vol_low,-0.05317,0.08247,-0.6447,-8.256,164,0.2317,168.0,
20,qqe_14,none,,oscillator,20,OOS,vol_mid,-0.03729,0.12317,-0.3028,-4.632,234,0.3846,248.0,
21,wma_10,none,,level,5,IS,overall,-0.04878,0.17873,-0.2729,-7.313,718,0.4276,,
21,wma_10,none,,level,5,IS,vol_high,-0.07247,0.18751,-0.3865,-4.949,164,0.3659,164.0,
21,wma_10,none,,level,5,IS,vol_low,-0.02586,0.17316,-0.1493,-2.463,272,0.4853,274.0,
21,wma_10,none,,level,5,IS,vol_mid,-0.05711,0.17689,-0.3229,-5.422,282,0.4078,289.0,
21,wma_10,none,,level,5,OOS,overall,-0.02607,0.19066,-0.1367,-3.473,645,0.4434,,
21,wma_10,none,,level,5,OOS,vol_high,-0.02378,0.22127,-0.1075,-1.675,243,0.4486,243.0,
21,wma_10,none,,level,5,OOS,vol_low,-0.01856,0.18155,-0.1022,-1.309,164,0.4634,168.0,
21,wma_10,none,,level,5,OOS,vol_mid,-0.03358,0.16128,-0.2082,-3.212,238,0.4244,248.0,
21,wma_10,none,,level,10,IS,overall,-0.06725,0.18259,-0.3683,-9.869,718,0.3649,,
21,wma_10,none,,level,10,IS,vol_high,-0.09742,0.1931,-0.5045,-6.461,164,0.2988,164.0,
21,wma_10,none,,level,10,IS,vol_low,-0.05323,0.17582,-0.3027,-4.993,272,0.375,274.0,
21,wma_10,none,,level,10,IS,vol_mid,-0.06323,0.18135,-0.3486,-5.855,282,0.3936,289.0,
21,wma_10,none,,level,10,OOS,overall,-0.02981,0.20091,-0.1484,-3.769,645,0.4419,,
21,wma_10,none,,level,10,OOS,vol_high,-0.03152,0.22956,-0.1373,-2.14,243,0.4568,243.0,
21,wma_10,none,,level,10,OOS,vol_low,-0.00073,0.19381,-0.0038,-0.048,164,0.5183,168.0,
21,wma_10,none,,level,10,OOS,vol_mid,-0.04811,0.17064,-0.282,-4.35,238,0.3739,248.0,
21,wma_10,none,,level,20,IS,overall,-0.09206,0.18392,-0.5005,-13.412,718,0.3426,,
21,wma_10,none,,level,20,IS,vol_high,-0.09156,0.19821,-0.4619,-5.915,164,0.3841,164.0,
21,wma_10,none,,level,20,IS,vol_low,-0.09222,0.16857,-0.547,-9.022,272,0.2868,274.0,
21,wma_10,none,,level,20,IS,vol_mid,-0.09219,0.19004,-0.4851,-8.147,282,0.3723,289.0,
21,wma_10,none,,level,20,OOS,overall,-0.03007,0.20234,-0.1486,-3.756,639,0.4523,,
21,wma_10,none,,level,20,OOS,vol_high,-0.06192,0.22443,-0.2759,-4.283,241,0.39,243.0,
21,wma_10,none,,level,20,OOS,vol_low,-0.00393,0.18184,-0.0216,-0.277,164,0.4878,168.0,
21,wma_10,none,,level,20,OOS,vol_mid,-0.01558,0.18801,-0.0829,-1.268,234,0.4915,248.0,
22,vwma_20,l1_pending,IND-VOLUME-008 VWMA,level,5,IS,overall,-0.04923,0.17971,-0.2739,-7.289,708,0.428,,
22,vwma_20,l1_pending,IND-VOLUME-008 VWMA,level,5,IS,vol_high,-0.07145,0.18774,-0.3806,-4.873,164,0.372,164.0,
22,vwma_20,l1_pending,IND-VOLUME-008 VWMA,level,5,IS,vol_low,-0.02497,0.17386,-0.1436,-2.368,272,0.4853,274.0,
22,vwma_20,l1_pending,IND-VOLUME-008 VWMA,level,5,IS,vol_mid,-0.06009,0.17837,-0.3369,-5.556,272,0.4044,289.0,
22,vwma_20,l1_pending,IND-VOLUME-008 VWMA,level,5,OOS,overall,-0.02444,0.19154,-0.1276,-3.241,645,0.4512,,
22,vwma_20,l1_pending,IND-VOLUME-008 VWMA,level,5,OOS,vol_high,-0.0212,0.22336,-0.0949,-1.479,243,0.465,243.0,
22,vwma_20,l1_pending,IND-VOLUME-008 VWMA,level,5,OOS,vol_low,-0.01783,0.18115,-0.0984,-1.261,164,0.4634,168.0,
22,vwma_20,l1_pending,IND-VOLUME-008 VWMA,level,5,OOS,vol_mid,-0.03231,0.16148,-0.2001,-3.087,238,0.4286,248.0,
22,vwma_20,l1_pending,IND-VOLUME-008 VWMA,level,10,IS,overall,-0.06747,0.1838,-0.3671,-9.767,708,0.3658,,
22,vwma_20,l1_pending,IND-VOLUME-008 VWMA,level,10,IS,vol_high,-0.09642,0.1935,-0.4983,-6.381,164,0.3049,164.0,
22,vwma_20,l1_pending,IND-VOLUME-008 VWMA,level,10,IS,vol_low,-0.05219,0.17641,-0.2958,-4.879,272,0.3824,274.0,
22,vwma_20,l1_pending,IND-VOLUME-008 VWMA,level,10,IS,vol_mid,-0.06529,0.18371,-0.3554,-5.861,272,0.386,289.0,
22,vwma_20,l1_pending,IND-VOLUME-008 VWMA,level,10,OOS,overall,-0.02752,0.2017,-0.1364,-3.465,645,0.4496,,
22,vwma_20,l1_pending,IND-VOLUME-008 VWMA,level,10,OOS,vol_high,-0.02769,0.23122,-0.1198,-1.867,243,0.4733,243.0,
22,vwma_20,l1_pending,IND-VOLUME-008 VWMA,level,10,OOS,vol_low,0.00052,0.19329,0.0027,0.034,164,0.5183,168.0,
22,vwma_20,l1_pending,IND-VOLUME-008 VWMA,level,10,OOS,vol_mid,-0.04666,0.1713,-0.2724,-4.202,238,0.3782,248.0,
22,vwma_20,l1_pending,IND-VOLUME-008 VWMA,level,20,IS,overall,-0.08855,0.18432,-0.4804,-12.783,708,0.3432,,
22,vwma_20,l1_pending,IND-VOLUME-008 VWMA,level,20,IS,vol_high,-0.08988,0.1984,-0.453,-5.801,164,0.3841,164.0,
22,vwma_20,l1_pending,IND-VOLUME-008 VWMA,level,20,IS,vol_low,-0.09075,0.16882,-0.5375,-8.865,272,0.2868,274.0,
22,vwma_20,l1_pending,IND-VOLUME-008 VWMA,level,20,IS,vol_mid,-0.08555,0.19089,-0.4481,-7.391,272,0.375,289.0,
22,vwma_20,l1_pending,IND-VOLUME-008 VWMA,level,20,OOS,overall,-0.02712,0.20224,-0.1341,-3.39,639,0.4695,,
22,vwma_20,l1_pending,IND-VOLUME-008 VWMA,level,20,OOS,vol_high,-0.05657,0.22423,-0.2523,-3.917,241,0.4191,243.0,
22,vwma_20,l1_pending,IND-VOLUME-008 VWMA,level,20,OOS,vol_low,-0.00276,0.18131,-0.0152,-0.195,164,0.5,168.0,
22,vwma_20,l1_pending,IND-VOLUME-008 VWMA,level,20,OOS,vol_mid,-0.01386,0.18899,-0.0734,-1.122,234,0.5,248.0,
23,obv,l1_pending,,cum_integral,5,IS,overall,-0.02353,0.09138,-0.2575,-6.938,726,0.4132,,
23,obv,l1_pending,,cum_integral,5,IS,vol_high,-0.01811,0.07928,-0.2285,-2.926,164,0.4329,164.0,
23,obv,l1_pending,,cum_integral,5,IS,vol_low,-0.02291,0.09395,-0.2439,-4.029,273,0.4176,274.0,
23,obv,l1_pending,,cum_integral,5,IS,vol_mid,-0.02719,0.09536,-0.2851,-4.846,289,0.3979,289.0,
23,obv,l1_pending,,cum_integral,5,OOS,overall,-0.02357,0.0987,-0.2388,-6.107,654,0.3899,,
23,obv,l1_pending,,cum_integral,5,OOS,vol_high,-0.03369,0.10615,-0.3174,-4.947,243,0.3704,243.0,
23,obv,l1_pending,,cum_integral,5,OOS,vol_low,-0.01067,0.09101,-0.1172,-1.501,164,0.4268,168.0,
23,obv,l1_pending,,cum_integral,5,OOS,vol_mid,-0.02218,0.09526,-0.2328,-3.659,247,0.3846,248.0,
23,obv,l1_pending,,cum_integral,10,IS,overall,-0.03095,0.08439,-0.3667,-9.881,726,0.343,,
23,obv,l1_pending,,cum_integral,10,IS,vol_high,-0.02981,0.06113,-0.4877,-6.246,164,0.2683,164.0,
23,obv,l1_pending,,cum_integral,10,IS,vol_low,-0.0272,0.0914,-0.2976,-4.917,273,0.3956,274.0,
23,obv,l1_pending,,cum_integral,10,IS,vol_mid,-0.03512,0.08882,-0.3954,-6.722,289,0.3356,289.0,
23,obv,l1_pending,,cum_integral,10,OOS,overall,-0.02593,0.09689,-0.2676,-6.818,649,0.379,,
23,obv,l1_pending,,cum_integral,10,OOS,vol_high,-0.03634,0.10582,-0.3434,-5.353,243,0.3045,243.0,
23,obv,l1_pending,,cum_integral,10,OOS,vol_low,-0.01598,0.09335,-0.1712,-2.193,164,0.4695,168.0,
23,obv,l1_pending,,cum_integral,10,OOS,vol_mid,-0.02223,0.08896,-0.2498,-3.887,242,0.3926,248.0,
23,obv,l1_pending,,cum_integral,20,IS,overall,-0.04179,0.07879,-0.5304,-14.292,726,0.3127,,
23,obv,l1_pending,,cum_integral,20,IS,vol_high,-0.04065,0.05947,-0.6836,-8.754,164,0.2561,164.0,
23,obv,l1_pending,,cum_integral,20,IS,vol_low,-0.03921,0.08627,-0.4545,-7.51,273,0.3407,274.0,
23,obv,l1_pending,,cum_integral,20,IS,vol_mid,-0.04488,0.08112,-0.5532,-9.404,289,0.3183,289.0,
23,obv,l1_pending,,cum_integral,20,OOS,overall,-0.03379,0.09098,-0.3713,-9.387,639,0.3505,,
23,obv,l1_pending,,cum_integral,20,OOS,vol_high,-0.04232,0.10185,-0.4155,-6.45,241,0.2822,243.0,
23,obv,l1_pending,,cum_integral,20,OOS,vol_low,-0.02553,0.09302,-0.2744,-3.514,164,0.4329,168.0,
23,obv,l1_pending,,cum_integral,20,OOS,vol_mid,-0.03079,0.07613,-0.4044,-6.186,234,0.3632,248.0,
24,squeeze_mom,none,,oscillator,5,IS,overall,-0.03933,0.13279,-0.2962,-7.881,708,0.3715,,
24,squeeze_mom,none,,oscillator,5,IS,vol_high,-0.03583,0.13632,-0.2629,-3.366,164,0.3963,164.0,
24,squeeze_mom,none,,oscillator,5,IS,vol_low,-0.04395,0.13546,-0.3244,-5.351,272,0.3419,274.0,
24,squeeze_mom,none,,oscillator,5,IS,vol_mid,-0.03682,0.12821,-0.2872,-4.736,272,0.386,289.0,
24,squeeze_mom,none,,oscillator,5,OOS,overall,-0.05442,0.15589,-0.3491,-8.866,645,0.3411,,
24,squeeze_mom,none,,oscillator,5,OOS,vol_high,-0.0771,0.1985,-0.3884,-6.055,243,0.3539,243.0,
24,squeeze_mom,none,,oscillator,5,OOS,vol_low,-0.03754,0.10176,-0.3689,-4.724,164,0.3293,168.0,
24,squeeze_mom,none,,oscillator,5,OOS,vol_mid,-0.0429,0.13349,-0.3214,-4.958,238,0.3361,248.0,
24,squeeze_mom,none,,oscillator,10,IS,overall,-0.04768,0.13152,-0.3625,-9.647,708,0.3814,,
24,squeeze_mom,none,,oscillator,10,IS,vol_high,-0.04224,0.13204,-0.3199,-4.097,164,0.4207,164.0,
24,squeeze_mom,none,,oscillator,10,IS,vol_low,-0.05285,0.13589,-0.3889,-6.414,272,0.3566,274.0,
24,squeeze_mom,none,,oscillator,10,IS,vol_mid,-0.0458,0.12699,-0.3606,-5.948,272,0.3824,289.0,
24,squeeze_mom,none,,oscillator,10,OOS,overall,-0.07137,0.14833,-0.4812,-12.22,645,0.3132,,
24,squeeze_mom,none,,oscillator,10,OOS,vol_high,-0.11332,0.17613,-0.6434,-10.029,243,0.2593,243.0,
24,squeeze_mom,none,,oscillator,10,OOS,vol_low,-0.03837,0.10572,-0.3629,-4.648,164,0.3902,168.0,
24,squeeze_mom,none,,oscillator,10,OOS,vol_mid,-0.05128,0.13213,-0.3881,-5.988,238,0.3151,248.0,
24,squeeze_mom,none,,oscillator,20,IS,overall,-0.0602,0.13369,-0.4503,-11.982,708,0.3545,,
24,squeeze_mom,none,,oscillator,20,IS,vol_high,-0.07724,0.12458,-0.62,-7.94,164,0.2866,164.0,
24,squeeze_mom,none,,oscillator,20,IS,vol_low,-0.06646,0.13928,-0.4772,-7.87,272,0.3162,274.0,
24,squeeze_mom,none,,oscillator,20,IS,vol_mid,-0.04367,0.13193,-0.331,-5.46,272,0.4338,289.0,
24,squeeze_mom,none,,oscillator,20,OOS,overall,-0.07682,0.14845,-0.5175,-13.081,639,0.3114,,
24,squeeze_mom,none,,oscillator,20,OOS,vol_high,-0.13751,0.16241,-0.8467,-13.144,241,0.1743,243.0,
24,squeeze_mom,none,,oscillator,20,OOS,vol_low,-0.02675,0.10286,-0.2601,-3.331,164,0.3841,168.0,
24,squeeze_mom,none,,oscillator,20,OOS,vol_mid,-0.0494,0.13944,-0.3543,-5.42,234,0.4017,248.0,
25,wt1,none,,oscillator,5,IS,overall,-0.04031,0.1296,-0.311,-8.38,726,0.3884,,
25,wt1,none,,oscillator,5,IS,vol_high,-0.04533,0.12641,-0.3586,-4.592,164,0.3598,164.0,
25,wt1,none,,oscillator,5,IS,vol_low,-0.04411,0.13098,-0.3368,-5.565,273,0.3846,274.0,
25,wt1,none,,oscillator,5,IS,vol_mid,-0.03386,0.13025,-0.26,-4.42,289,0.4083,289.0,
25,wt1,none,,oscillator,5,OOS,overall,-0.05691,0.15365,-0.3704,-9.465,653,0.3507,,
25,wt1,none,,oscillator,5,OOS,vol_high,-0.08149,0.20206,-0.4033,-6.286,243,0.358,243.0,
25,wt1,none,,oscillator,5,OOS,vol_low,-0.04129,0.09811,-0.4208,-5.389,164,0.3415,168.0,
25,wt1,none,,oscillator,5,OOS,vol_mid,-0.04305,0.12305,-0.3499,-5.487,246,0.3496,248.0,
25,wt1,none,,oscillator,10,IS,overall,-0.04658,0.12897,-0.3612,-9.732,726,0.3912,,
25,wt1,none,,oscillator,10,IS,vol_high,-0.05436,0.11091,-0.4901,-6.277,164,0.378,164.0,
25,wt1,none,,oscillator,10,IS,vol_low,-0.04673,0.13466,-0.3471,-5.734,273,0.3919,274.0,
25,wt1,none,,oscillator,10,IS,vol_mid,-0.04202,0.13315,-0.3156,-5.365,289,0.3979,289.0,
25,wt1,none,,oscillator,10,OOS,overall,-0.06464,0.15212,-0.4249,-10.816,648,0.3519,,
25,wt1,none,,oscillator,10,OOS,vol_high,-0.09529,0.2004,-0.4755,-7.412,243,0.3827,243.0,
25,wt1,none,,oscillator,10,OOS,vol_low,-0.05315,0.08825,-0.6022,-7.713,164,0.2805,168.0,
25,wt1,none,,oscillator,10,OOS,vol_mid,-0.04155,0.12258,-0.339,-5.262,241,0.3693,248.0,
25,wt1,none,,oscillator,20,IS,overall,-0.06201,0.14238,-0.4355,-11.735,726,0.3636,,
25,wt1,none,,oscillator,20,IS,vol_high,-0.09302,0.10765,-0.8641,-11.066,164,0.2134,164.0,
25,wt1,none,,oscillator,20,IS,vol_low,-0.05468,0.14691,-0.3722,-6.149,273,0.3846,274.0,
25,wt1,none,,oscillator,20,IS,vol_mid,-0.05134,0.1529,-0.3358,-5.708,289,0.4291,289.0,
25,wt1,none,,oscillator,20,OOS,overall,-0.07219,0.15886,-0.4544,-11.487,639,0.3396,,
25,wt1,none,,oscillator,20,OOS,vol_high,-0.12012,0.21159,-0.5677,-8.813,241,0.3278,243.0,
25,wt1,none,,oscillator,20,OOS,vol_low,-0.05831,0.0917,-0.6359,-8.144,164,0.2622,168.0,
25,wt1,none,,oscillator,20,OOS,vol_mid,-0.03256,0.11409,-0.2854,-4.365,234,0.406,248.0,
26,sar,none,,level,5,IS,overall,-0.0463,0.17787,-0.2603,-7.018,727,0.4374,,
26,sar,none,,level,5,IS,vol_high,-0.07004,0.18689,-0.3748,-4.8,164,0.378,164.0,
26,sar,none,,level,5,IS,vol_low,-0.02322,0.17306,-0.1342,-2.221,274,0.4927,274.0,
26,sar,none,,level,5,IS,vol_mid,-0.05471,0.17521,-0.3122,-5.308,289,0.4187,289.0,
26,sar,none,,level,5,OOS,overall,-0.02318,0.19204,-0.1207,-3.087,654,0.4511,,
26,sar,none,,level,5,OOS,vol_high,-0.02101,0.22104,-0.0951,-1.482,243,0.4568,243.0,
26,sar,none,,level,5,OOS,vol_low,-0.01711,0.18105,-0.0945,-1.21,164,0.4695,168.0,
26,sar,none,,level,5,OOS,vol_mid,-0.02935,0.16746,-0.1753,-2.754,247,0.4332,248.0,
26,sar,none,,level,10,IS,overall,-0.06397,0.18187,-0.3517,-9.483,727,0.3728,,
26,sar,none,,level,10,IS,vol_high,-0.0955,0.19175,-0.4981,-6.378,164,0.2988,164.0,
26,sar,none,,level,10,IS,vol_low,-0.04992,0.17631,-0.2831,-4.687,274,0.3869,274.0,
26,sar,none,,level,10,IS,vol_mid,-0.05939,0.17981,-0.3303,-5.615,289,0.4014,289.0,
26,sar,none,,level,10,OOS,overall,-0.02665,0.20017,-0.1331,-3.392,649,0.4515,,
26,sar,none,,level,10,OOS,vol_high,-0.02873,0.22919,-0.1253,-1.954,243,0.4691,243.0,
26,sar,none,,level,10,OOS,vol_low,0.00122,0.19237,0.0063,0.081,164,0.5244,168.0,
26,sar,none,,level,10,OOS,vol_mid,-0.04346,0.17072,-0.2546,-3.96,242,0.3843,248.0,
26,sar,none,,level,20,IS,overall,-0.08801,0.18273,-0.4816,-12.987,727,0.348,,
26,sar,none,,level,20,IS,vol_high,-0.08883,0.19689,-0.4512,-5.778,164,0.3841,164.0,
26,sar,none,,level,20,IS,vol_low,-0.08849,0.1679,-0.527,-8.723,274,0.2993,274.0,
26,sar,none,,level,20,IS,vol_mid,-0.0871,0.18844,-0.4622,-7.858,289,0.3737,289.0,
26,sar,none,,level,20,OOS,overall,-0.02694,0.20158,-0.1336,-3.378,639,0.4648,,
26,sar,none,,level,20,OOS,vol_high,-0.05783,0.22381,-0.2584,-4.011,241,0.4066,243.0,
26,sar,none,,level,20,OOS,vol_low,-0.0015,0.18029,-0.0083,-0.106,164,0.5,168.0,
26,sar,none,,level,20,OOS,vol_mid,-0.01295,0.18785,-0.069,-1.055,234,0.5,248.0,
27,wt2,none,,oscillator,5,IS,overall,-0.03832,0.1308,-0.2929,-7.877,723,0.3942,,
27,wt2,none,,oscillator,5,IS,vol_high,-0.04126,0.12495,-0.3302,-4.228,164,0.3841,164.0,
27,wt2,none,,oscillator,5,IS,vol_low,-0.03965,0.13297,-0.2982,-4.927,273,0.3956,274.0,
27,wt2,none,,oscillator,5,IS,vol_mid,-0.03536,0.13238,-0.2671,-4.517,286,0.3986,289.0,
27,wt2,none,,oscillator,5,OOS,overall,-0.05193,0.15381,-0.3376,-8.608,650,0.3723,,
27,wt2,none,,oscillator,5,OOS,vol_high,-0.07599,0.19864,-0.3826,-5.963,243,0.3992,243.0,
27,wt2,none,,oscillator,5,OOS,vol_low,-0.03584,0.09839,-0.3643,-4.665,164,0.3476,168.0,
27,wt2,none,,oscillator,5,OOS,vol_mid,-0.03873,0.12859,-0.3012,-4.696,243,0.3621,248.0,
27,wt2,none,,oscillator,10,IS,overall,-0.04494,0.12956,-0.3469,-9.327,723,0.3887,,
27,wt2,none,,oscillator,10,IS,vol_high,-0.05577,0.10944,-0.5096,-6.526,164,0.3232,164.0,
27,wt2,none,,oscillator,10,IS,vol_low,-0.04283,0.13579,-0.3154,-5.212,273,0.3773,274.0,
27,wt2,none,,oscillator,10,IS,vol_mid,-0.04074,0.13413,-0.3038,-5.137,286,0.4371,289.0,
27,wt2,none,,oscillator,10,OOS,overall,-0.06074,0.15321,-0.3965,-10.069,645,0.3659,,
27,wt2,none,,oscillator,10,OOS,vol_high,-0.09149,0.20221,-0.4524,-7.053,243,0.3786,243.0,
27,wt2,none,,oscillator,10,OOS,vol_low,-0.04951,0.08807,-0.5622,-7.2,164,0.3232,168.0,
27,wt2,none,,oscillator,10,OOS,vol_mid,-0.03709,0.12281,-0.302,-4.659,238,0.3824,248.0,
27,wt2,none,,oscillator,20,IS,overall,-0.06223,0.14419,-0.4316,-11.604,723,0.3651,,
27,wt2,none,,oscillator,20,IS,vol_high,-0.09534,0.11091,-0.8596,-11.008,164,0.1951,164.0,
27,wt2,none,,oscillator,20,IS,vol_low,-0.05116,0.14721,-0.3476,-5.743,273,0.3956,274.0,
27,wt2,none,,oscillator,20,IS,vol_mid,-0.05381,0.15535,-0.3464,-5.857,286,0.4336,289.0,
27,wt2,none,,oscillator,20,OOS,overall,-0.06746,0.15939,-0.4232,-10.698,639,0.3615,,
27,wt2,none,,oscillator,20,OOS,vol_high,-0.11421,0.21277,-0.5368,-8.333,241,0.3402,243.0,
27,wt2,none,,oscillator,20,OOS,vol_low,-0.05398,0.08577,-0.6293,-8.06,164,0.2866,168.0,
27,wt2,none,,oscillator,20,OOS,vol_mid,-0.02875,0.11787,-0.2439,-3.732,234,0.4359,248.0,
28,qqe_rsi_ma,none,,oscillator,5,IS,overall,-0.03981,0.12857,-0.3096,-8.342,726,0.3815,,
